CATID,RA_OBJ,DEC_OBJ,z_spec,PA_GASKIN,PA_GASKIN_ERR,LAMBDAR_RE,n_src_1p,n_src_2p,n_src_3p,n_src_5p,n_src_10p,n_src_15p,n_clean_1p,n_clean_2p,n_clean_3p,n_clean_5p,n_clean_10p,n_clean_15p
323566,132.28304106,1.59911066,0.0425,215.0,1.25,nan,5,44,149,568,2054,4463,0,0,0,334,1700,3292
278554,132.30500992,0.78322255,0.04284,153.5,0.16666667,nan,0,0,28,262,2096,4882,0,0,28,227,1783,4244
278548,132.30575377,0.85187552,0.04329,228.0,0.16666667,0.55779743,21,66,163,402,1710,4609,16,47,108,277,1385,3822
422761,132.33073636,2.69486934,0.07695,77.0,0.16666667,0.4106707,11,65,171,448,1221,2908,11,51,116,295,673,1612
376184,132.34244086,1.40128184,0.03445,132.0,1.6666666,nan,31,100,257,613,2077,5001,30,75,171,407,1656,3787
376185,132.35193834,1.38501253,0.03401,240.0,0.5,nan,33,117,249,669,2144,4980,30,100,198,487,1729,3760
536625,132.38664975,-0.083603,0.03704,271.0,0.16666667,0.3106773,25,89,193,602,2222,4717,25,85,180,449,1628,3741
323593,132.38784606,1.72802437,0.06887,188.0,0.16666667,0.25433737,8,76,180,532,2280,4965,8,73,157,425,1736,3668
371714,132.47305476,0.9194336,0.05821,280.5,0.41666666,0.3809563,44,142,289,797,2435,5133,44,140,283,782,2164,3971
536626,132.50256798,-0.18230895,0.04052,283.5,0.16666667,nan,15,56,97,363,1972,4148,11,38,67,250,1463,3178
599689,132.50669626,0.22577093,0.05134,274.0,0.75,0.59169763,12,93,226,685,2700,5841,5,51,118,392,1803,4490
517465,132.53360618,2.61652557,0.0583,235.0,0.16666667,0.09214769,14,79,176,463,1507,2938,0,20,56,182,1018,2077
622305,132.55158534,0.65682959,0.04263,329.0,0.16666667,0.5016494,10,85,241,681,2487,5467,7,62,165,523,2223,4824
622333,132.56179461,0.7598804,0.04261,302.0,6.5,nan,22,107,227,753,2568,5435,19,102,204,628,2222,4641
209279,132.57563057,0.05941447,0.03681,73.0,0.16666667,nan,0,22,72,244,1765,4587,0,22,71,201,1468,3795
371750,132.61300909,1.04411536,0.03482,273.0,0.25,0.2619501,24,91,185,533,2308,5143,0,1,22,311,1778,3960
599761,132.63206755,0.31906756,0.05333,334.0,0.16666667,0.59023035,26,123,259,722,2406,5255,0,0,7,308,1638,3657
203114,132.63598101,-0.25281896,0.06977,128.5,0.25,0.43682563,23,84,185,493,2024,4267,23,81,178,474,1923,3732
215053,132.66673536,0.441043,0.05224,258.0,0.25,0.49810994,2,28,101,440,2145,5124,2,25,95,371,1567,3641
522127,132.68137454,2.9278422,0.02789,220.5,0.16666667,nan,5,16,35,146,657,1561,0,0,1,39,405,1230
301199,132.68366821,1.29937731,0.04221,295.5,0.16666667,0.2711805,29,87,205,501,2178,4846,14,41,101,319,1446,3423
301191,132.68863707,1.3159844,0.04212,67.0,0.41666666,0.37922785,22,93,193,505,2172,4771,15,55,124,330,1372,3357
599834,132.71125636,0.37329313,0.0521,321.5,0.5,0.06850295,2,76,197,484,2113,5232,1,68,160,308,1311,3651
301201,132.72040583,1.25010726,0.03477,145.0,0.5833333,0.54885995,18,98,192,466,1959,4610,0,0,18,237,1565,3265
417678,132.73821727,2.34617275,0.03944,184.0,0.16666667,0.61906636,2,76,188,546,1851,3805,2,72,183,515,1558,3097
599862,132.74012473,0.23892114,0.04118,226.0,0.16666667,nan,28,78,176,513,2182,4904,3,23,97,323,1380,3576
203140,132.74333509,-0.22884554,0.08696,21.5,10.75,0.23753725,3,43,130,490,1851,4109,3,41,126,480,1800,3942
422888,132.75205892,2.83040727,0.02777,20.0,1.5,nan,22,56,111,261,925,2442,3,23,69,179,622,1744
622350,132.76091171,0.65270512,0.08733,353.5,1.3333334,0.120021075,25,95,185,477,1762,4274,10,40,58,164,1244,3097
376282,132.76406242,1.36689991,0.03865,56.0,0.16666667,nan,12,40,128,388,1859,4463,12,29,69,194,1122,3173
599838,132.79081214,0.25359158,0.04091,80.5,0.75,0.03900322,3,54,148,484,2291,5100,0,7,28,148,1474,3624
599839,132.79670885,0.26435071,0.04229,83.5,0.16666667,0.50023365,6,55,160,485,2323,5147,0,0,16,111,1511,3639
376293,132.7975695,1.50169491,0.05945,22.5,0.16666667,0.53404254,20,116,226,502,1995,5014,20,112,199,395,1551,3850
371789,132.80361802,1.06189984,0.02669,182.5,0.41666666,0.33986592,15,62,130,387,1952,4629,14,48,103,287,1538,3424
599846,132.8101457,0.30373603,0.05228,80.0,0.41666666,0.55680937,31,99,200,544,2262,5258,0,1,30,215,1442,3649
209319,132.81067377,0.18691669,0.025,85.5,0.25,nan,20,79,194,460,2179,4960,20,73,153,317,1445,3618
599873,132.83514444,0.37266322,0.0363,317.5,0.16666667,nan,21,114,234,625,2162,5306,19,109,197,478,1288,3545
203148,132.84017059,-0.39515579,0.04289,179.0,0.33333156,nan,32,105,245,623,2330,5080,29,101,240,600,2041,4600
422907,132.85683447,2.8330493,0.0285,16.5,2.75,nan,9,44,110,286,1187,2273,2,31,79,235,921,1429
422921,132.85921906,2.68172647,0.02853,259.0,0.16666667,nan,11,44,124,369,1421,3140,10,27,63,213,879,2185
599877,132.90223376,0.27313863,0.05248,119.5,0.9166667,0.22844692,14,101,252,705,2674,5361,0,19,87,333,1900,3690
278643,132.90743182,0.82683286,0.03545,37.5,0.25,nan,28,114,233,583,2066,4392,27,108,223,481,1419,2871
381502,132.98872159,1.89563887,0.02524,266.5,0.16666667,nan,11,44,122,351,1849,4416,11,42,115,338,1749,3958
517594,132.99774725,2.54344202,0.02851,269.5,0.16666667,nan,22,78,187,404,1522,3654,21,70,157,325,983,2488
376340,133.01255975,1.42382916,0.05098,20.5,0.16666667,0.5472773,27,70,162,531,1512,4168,1,18,68,286,1072,3519
346257,133.04214777,1.98303585,0.02855,179.0,0.49999723,nan,21,56,135,408,1694,3797,21,54,132,376,1437,3374
422933,133.04219615,2.84024338,0.02903,21.5,0.16666667,0.3849586,16,55,119,351,1467,3050,16,54,118,314,1160,2209
522166,133.05044818,2.95538004,0.02871,33.5,1.0833334,nan,1,28,64,228,880,1826,0,0,8,103,655,1489
376379,133.05532356,1.49961997,0.03571,21.0,0.16666667,nan,33,96,166,407,1775,4340,2,35,85,242,1437,3760
622394,133.06978172,0.68110274,0.04109,281.0,0.16666667,nan,31,124,239,474,1838,4282,30,101,162,252,762,2485
278684,133.13103035,0.85356802,0.01092,80.5,0.41666666,nan,15,65,124,340,1441,3677,1,19,35,118,714,2505
209414,133.20973564,0.15797249,0.02563,183.0,0.5833333,nan,34,85,179,509,1916,4499,13,37,108,316,1110,2985
371882,133.22156019,1.03301224,0.0515,299.0,0.16666667,0.1768402,26,97,234,542,1797,4142,24,92,225,527,1448,3048
371889,133.29828633,0.92627408,0.05898,255.0,0.8333333,0.5369024,5,31,103,331,1619,3479,4,30,90,260,1138,2591
278702,133.34646647,0.83572799,0.02874,165.5,0.25,nan,16,55,137,335,1335,3310,16,53,117,286,1032,2178
278703,133.36080482,0.83289647,0.04088,129.5,0.16666667,0.25801536,17,66,154,378,1328,3311,17,66,147,328,998,2227
323854,133.40525485,1.71767566,0.05832,55.0,0.25,0.35746023,26,91,195,574,1500,3371,23,67,135,432,1122,2422
622429,133.40601033,0.73602372,0.04092,322.5,0.16666667,0.48180428,0,0,12,186,1472,3124,0,0,8,105,1123,2236
622434,133.41364991,0.75817393,0.04116,1.5,0.16666667,0.6363422,0,14,57,252,1485,3231,0,14,54,205,1120,2381
323855,133.41969201,1.56350665,0.04101,82.0,0.16666667,0.60567653,34,94,205,545,1710,3421,10,24,76,218,1071,2621
278741,133.43397896,0.80360945,0.03972,260.5,0.16666667,nan,28,88,186,425,1340,3400,24,80,173,382,903,2502
600014,133.4734842,0.30423107,0.02833,41.0,0.16666667,nan,14,104,234,612,2130,4327,1,32,128,397,1620,3145
600026,133.48520203,0.21556504,0.05084,122.5,0.16666667,0.5509626,18,51,107,329,1839,4418,10,37,76,205,1380,3162
323874,133.49340667,1.66406714,0.05811,128.0,0.41666666,nan,0,30,95,289,1313,2878,0,23,65,176,904,2151
600030,133.49452449,0.35004214,0.02816,178.0,0.16666667,0.63785326,23,143,277,666,2290,4222,10,74,146,399,1799,3200
215289,133.50575734,0.55898013,0.05761,329.0,0.16666667,0.13685462,8,57,166,519,1799,4018,4,35,118,373,1314,3049
278736,133.50943869,0.84216864,0.03982,277.5,0.41666666,0.2756201,1,25,81,343,1548,3503,1,24,59,261,1203,2653
301346,133.52458939,1.19185948,0.04407,252.0,0.16666667,0.47235167,19,67,155,479,1866,3571,19,65,147,456,1823,3184
215292,133.5354716,0.49856716,0.02823,332.5,0.16666667,0.61237,23,98,192,510,2161,4187,23,97,176,428,1651,3266
386673,133.55896751,2.24083491,0.05824,5.5,0.5,0.33312282,17,60,115,343,1648,3673,17,57,107,300,1313,2919
371959,133.56953441,0.98080116,0.04158,321.5,1.5833334,nan,24,77,164,366,1539,3914,24,77,164,364,1365,3299
323888,133.57163406,1.60088395,0.02855,67.5,0.41666666,nan,15,27,50,167,976,2571,15,27,50,153,660,1930
278787,133.61206303,0.83973732,0.04114,24.0,0.16666667,nan,12,39,95,288,1433,3360,4,20,59,202,1258,2876
301382,133.61640631,1.19695098,0.05842,128.5,0.25,0.44289917,20,69,151,444,1655,3494,20,67,146,436,1609,3394
301381,133.61749062,1.20203261,0.05857,210.0,0.16666667,0.23296796,19,71,154,436,1658,3484,19,69,148,427,1612,3396
278773,133.63501262,0.85350112,0.04143,97.0,0.33333334,nan,8,47,131,324,1349,3429,8,45,113,264,1193,3028
215335,133.64389248,0.48504002,0.05318,310.5,0.16666667,0.15609969,29,90,199,523,1858,4543,28,89,194,500,1638,3893
376478,133.64997339,1.43498774,0.05147,74.0,0.16666667,0.54197735,0,0,8,91,857,2650,0,0,7,88,803,2224
371943,133.65131102,0.93292125,0.10707,229.5,0.16666667,0.32792315,1,16,68,253,1399,3597,0,12,64,244,1314,3276
386722,133.66016096,2.32098615,0.0514,206.5,0.33333334,0.13876855,22,96,223,654,2241,4152,22,96,221,640,1966,3288
278760,133.67290194,0.89913067,0.04098,95.0,0.16666667,0.5359766,14,52,99,279,1355,3451,13,49,93,268,1256,3154
371976,133.68008215,1.09593028,0.05796,120.5,0.33333334,0.38482645,23,84,190,472,1579,3540,22,83,189,467,1545,3442
386720,133.70923962,2.20232633,0.05831,237.0,0.16666667,0.49467972,13,68,190,503,1872,3773,13,65,186,484,1652,3077
346440,133.746856,2.1343627,0.01998,46.0,0.5833333,nan,23,107,231,564,1579,3613,22,105,228,507,1406,3143
278826,133.75270481,0.85471504,0.0417,125.5,1.75,nan,25,73,167,373,1295,3240,25,73,167,367,1219,3001
622534,133.76179264,0.76103057,0.04135,119.5,0.41666666,nan,0,0,19,232,1601,3357,0,0,19,232,1546,3102
517802,133.76902216,2.68481103,0.05839,236.5,0.16666667,nan,5,11,26,136,945,2893,5,10,25,129,632,1541
278812,133.78093681,0.81158834,0.04171,61.5,0.16666667,nan,4,26,81,281,1507,3211,4,26,81,279,1427,2980
346475,133.84667065,2.1913191,0.05153,116.5,0.16666667,nan,24,93,205,558,1905,3687,24,80,166,479,1686,3132
278802,133.84926536,0.85437842,0.04124,116.5,0.16666667,0.5044923,16,63,126,334,1206,3308,15,60,123,307,1130,3148
278804,133.85938596,0.85818478,0.04199,295.0,0.25,0.32979897,13,49,120,342,1198,3276,12,47,105,293,1124,3126
622588,133.90545542,0.74195958,0.02867,295.5,0.25,nan,19,59,170,442,1606,3583,19,56,166,435,1524,3314
278846,133.94461373,0.80156918,0.04138,308.0,0.41666666,nan,17,64,154,386,1267,3340,17,61,129,328,1167,3000
278855,133.94945248,0.84197822,0.04175,357.0,0.41666666,nan,21,49,106,240,1209,3193,0,13,56,185,1097,2922
278840,133.95947561,0.83114632,0.04171,45.0,0.16666667,0.3148719,2,59,113,273,1195,3262,1,31,73,216,1071,2964
517868,133.96788446,2.52429075,0.01277,249.0,0.25,nan,1,28,87,275,1351,2741,1,26,82,269,1166,1996
381802,134.00949998,1.8834689,0.01796,231.5,8.166667,nan,19,105,238,614,1978,3882,17,102,231,598,1819,3652
346504,134.06858157,2.14467117,0.05777,105.0,0.16666667,nan,0,21,69,229,1303,3258,0,20,68,225,1130,2849
372074,134.12788533,1.02593877,0.0574,164.5,0.16666667,nan,15,58,120,308,1428,3123,15,55,114,299,1287,2870
622596,134.1522024,0.77845413,0.05233,96.0,0.16666667,0.38441074,0,37,107,367,1343,2930,0,36,101,312,1084,2375
215579,134.25333619,0.50553675,0.05319,356.0,0.16666667,0.46716037,3,25,59,213,877,3162,0,2,12,84,513,2246
301519,134.27488871,1.25091948,0.10726,8.5,0.25,0.07029984,9,29,74,181,952,2611,5,25,68,170,908,2435
517960,134.27689276,2.66458362,0.0133,165.5,2.5,nan,4,31,71,277,1169,2943,4,31,69,256,1005,2292
376587,134.29867527,1.40972586,0.05296,160.5,0.33333334,0.4432779,3,25,74,230,599,2456,3,13,40,150,486,2254
372105,134.36449907,1.14555092,0.06993,162.5,0.16666667,0.58315545,14,67,184,436,1443,3201,14,66,181,430,1356,2954
209664,134.36889058,0.16765043,0.04374,287.5,0.16666667,nan,15,62,126,347,1579,3835,14,61,124,342,1482,3593
386898,134.40439431,2.23945194,0.05372,145.0,0.16666667,0.6234066,0,34,87,335,1147,2838,0,33,77,271,894,2395
372129,134.40440319,0.99319055,0.03759,281.5,0.41666666,nan,15,69,188,544,1927,3922,15,65,182,534,1791,3534
536784,134.41428738,-0.14017752,0.02803,120.0,0.16666667,nan,0,10,64,226,1515,3939,0,5,54,204,1259,3316
278909,134.42490362,0.8173129,0.04141,33.0,0.8333333,nan,20,84,188,462,1810,4004,19,82,185,418,1455,3486
386892,134.42888986,2.36160372,0.0538,101.5,0.25,0.4592596,0,0,3,184,1160,2394,0,0,3,112,794,1818
574193,134.4343734,-0.04480745,0.04369,31.0,0.25,nan,16,54,131,402,1584,3831,16,52,121,349,1256,3324
372133,134.43445894,1.16778866,0.07109,279.0,0.33333334,0.19907054,8,58,131,401,1482,3086,8,58,130,392,1312,2767
203609,134.43862555,-0.35660434,0.02831,40.5,0.16666667,nan,15,59,175,475,1938,4208,15,58,155,412,1503,3227
572402,134.44715761,-0.19996073,0.02827,46.0,0.16666667,0.267079,0,8,55,211,1678,4153,0,8,53,206,1340,3299
209680,134.48904486,0.17119032,0.05295,47.5,0.16666667,0.10950062,1,42,108,318,1658,4149,1,42,101,281,1580,3816
372123,134.52059205,1.15374158,0.07119,186.0,0.41666666,0.11300509,3,45,130,412,1659,3271,1,28,73,282,1387,2771
574200,134.52337257,-0.02114556,0.02856,172.0,0.16666667,0.5363388,24,94,208,505,1916,3934,22,67,136,330,1542,3404
209701,134.52486612,0.14622554,0.05315,122.5,0.16666667,0.6412054,16,81,179,397,1751,4154,16,66,152,356,1665,3733
346623,134.56891505,2.02191105,0.07094,223.0,0.16666667,0.17727837,0,0,17,104,1278,2890,0,0,17,102,1257,2793
209697,134.57714562,0.15617514,0.0536,261.0,0.16666667,0.2668705,31,108,213,512,1908,4118,31,105,205,478,1806,3710
209708,134.61898748,0.08804292,0.02845,173.0,0.16666667,nan,26,105,216,576,2023,4240,26,104,214,561,1847,3671
209698,134.6191439,0.02347054,0.02855,129.0,0.5833333,0.4455658,17,79,188,583,2059,4187,16,73,180,564,1710,3655
622694,134.61916831,0.63711334,0.05236,337.0,0.16666667,0.37151948,24,93,190,481,1890,4315,21,86,180,470,1748,3606
423267,134.62699815,2.92548744,0.013,109.5,0.9166667,0.32301378,8,37,86,193,735,1726,7,34,68,168,580,1416
418047,134.6498948,2.56003347,0.03936,4.5,0.5833333,nan,0,0,0,76,915,2316,0,0,0,44,813,1919
376679,134.64993531,1.53042167,0.10677,354.0,0.16666667,0.340315,6,53,106,315,1354,2881,6,53,106,300,1303,2712
346680,134.67079601,2.19370629,0.00806,8.5,0.16666667,nan,10,70,157,359,1396,2879,9,69,155,355,1317,2547
324157,134.67662679,1.60293374,0.05278,95.0,0.16666667,nan,10,47,101,301,1275,2838,10,43,96,290,1209,2682
209743,134.67675665,0.19143266,0.04059,310.0,0.16666667,0.6473372,21,94,214,601,2036,4189,21,93,211,590,1896,3663
381979,134.69782009,1.84251457,0.05817,89.0,0.16666667,0.2601421,5,16,50,126,929,2338,5,16,47,113,821,2074
423270,134.71348341,2.91304691,0.05458,191.5,0.16666667,0.6777717,7,18,43,137,824,1906,5,16,41,116,777,1457
376703,134.73813963,1.43825517,0.05204,350.0,0.16666667,0.06545992,17,62,116,324,1345,2881,17,60,114,317,1306,2720
518026,134.74443584,2.76356951,0.03921,76.5,0.16666667,nan,18,64,110,350,1125,2612,17,62,107,344,1023,2093
324179,134.76492252,1.62823855,0.03363,39.0,0.16666667,0.13492744,19,65,143,381,1332,2319,19,62,139,371,1262,2144
203684,134.79004656,-0.27214031,0.04186,200.0,0.16666667,nan,35,112,243,534,1829,4666,33,105,223,492,1491,4127
600312,134.81540785,0.39164241,0.0113,155.0,0.25,nan,18,65,166,503,1997,4329,18,65,163,491,1915,3832
622744,134.82995023,0.79776379,0.01323,37.5,0.16666667,nan,19,54,167,467,1743,3413,18,50,134,356,1395,2937
278995,134.83680893,0.86171286,0.01307,288.0,0.16666667,nan,14,54,138,448,1523,3526,14,51,134,436,1280,2976
346718,134.86958334,2.06156889,0.05717,253.0,0.16666667,nan,10,60,125,369,1479,3202,10,58,122,362,1349,2962
215698,134.94340233,0.58295351,0.01117,233.5,1.75,nan,4,25,66,238,1388,3574,4,25,62,226,1032,2880
574285,134.94532974,-0.00561173,0.05273,237.0,0.16666667,0.5098349,13,54,127,355,1811,3915,13,53,126,346,1695,3422
622770,134.98662232,0.78816347,0.05225,164.5,1.5833334,0.35993636,15,60,135,371,1488,3324,15,60,135,364,1137,2578
387042,134.99690398,2.41143691,0.07175,40.5,0.16666667,0.24410604,39,136,235,549,2060,4355,23,70,144,325,1256,2864
346752,135.01032859,2.04584671,0.05647,104.5,0.16666667,0.49537224,19,88,171,415,1630,3491,19,81,161,397,1556,3028
209807,135.02105889,0.07966572,0.05386,345.5,0.16666667,0.29025236,22,53,104,258,1525,3912,22,51,99,251,1335,3359
203729,135.04616235,-0.3018282,0.04191,58.0,0.5,0.19540574,5,36,99,384,2138,4492,5,30,74,282,1720,3799
346793,135.04775549,2.07782363,0.05629,246.0,0.16666667,0.6286403,14,65,166,460,1663,3591,14,63,159,440,1559,2981
279066,135.13286375,0.9764225,0.01815,13.5,0.16666667,nan,19,56,122,361,1540,3719,0,14,68,295,1232,3196
622787,135.14110197,0.76015664,0.07063,225.0,0.16666667,0.31847283,16,69,161,381,1723,3567,16,64,137,297,1383,2771
376802,135.15833847,1.4699678,0.05221,158.0,0.41666666,0.3621248,5,61,126,409,1524,2925,5,56,116,391,1425,2567
550328,135.16742177,-0.48675315,0.04051,295.0,0.16666667,0.52630776,21,100,208,616,2311,4421,19,80,154,374,1563,3019
387080,135.17227413,2.24577838,0.05236,197.0,0.16666667,nan,23,59,134,407,1853,4639,0,0,33,222,1364,3291
550330,135.19463684,-0.56571064,0.04028,271.0,0.16666667,0.42270914,26,85,195,597,2087,4249,0,0,26,300,1445,2992
197419,135.20728695,-0.71429234,0.04063,22.0,0.16666667,nan,0,3,28,171,1588,4235,0,3,26,140,1117,3113
423416,135.20781388,2.89070262,0.0156,76.0,0.41666666,nan,16,75,177,528,1607,2771,16,74,175,463,1014,1941
372320,135.21266151,1.16109142,0.01944,185.0,0.16666667,nan,20,107,186,456,1362,3089,19,84,145,390,1248,2863
346837,135.21984256,2.21439177,0.05786,250.5,0.16666667,nan,5,55,146,409,1937,4289,1,21,71,257,1501,3095
574313,135.22169082,-0.05522798,0.04196,41.0,0.5,nan,20,76,191,537,2025,4024,19,71,160,381,1586,3384
346839,135.23069329,2.22819313,0.05856,170.5,23.33333,0.27530763,18,69,145,392,1948,4436,2,19,63,239,1494,3172
346842,135.24349126,2.1944591,0.05774,51.0,0.25,0.6675143,8,46,132,444,1905,3953,8,44,103,329,1474,2929
3628218,135.25550814,-0.92860701,0.08905,283.0,0.16666667,nan,28,78,141,376,1629,3379,0,4,27,187,1254,2712
301799,135.29139512,1.37865657,0.05142,136.5,0.16666667,0.5011694,15,63,97,250,1122,3409,15,63,96,246,1083,3143
346861,135.2964412,2.07819786,0.05536,11.0,0.16666667,0.5211486,22,95,222,607,1475,3384,15,61,145,434,1153,2656
550353,135.35502407,-0.45792742,0.02755,194.5,0.16666667,0.43569687,14,70,162,455,1632,3727,11,64,152,400,1174,2572
346887,135.38349686,2.0621208,0.05697,188.0,0.16666667,0.10952514,18,90,160,386,1342,3210,18,89,153,374,1000,2502
346890,135.39136871,2.0876501,0.05831,180.5,0.16666667,0.3547044,26,98,174,395,1364,3290,26,96,169,381,1070,2541
346892,135.3983156,2.16826377,0.05848,34.5,0.16666667,0.43973595,3,30,92,329,1582,3612,3,30,89,326,1382,2742
382152,135.42424101,1.85215356,0.05676,242.0,0.16666667,0.3467952,14,61,133,347,1372,3323,8,37,79,205,1115,2852
346894,135.44724416,2.04232907,0.05732,220.0,0.16666667,nan,2,17,56,277,1343,3231,2,15,51,258,1048,2602
203833,135.45654592,-0.39792396,0.0529,338.0,0.25,0.08270844,8,58,138,356,1281,3191,7,56,134,309,874,2351
382154,135.46703893,1.99326948,0.05685,160.5,0.16666667,0.07793118,3,34,98,295,1347,3275,3,34,91,224,1036,2714
600417,135.47317726,0.39555262,0.0527,75.5,0.16666667,0.6087325,0,9,38,168,1318,3002,0,9,34,108,994,2259
372374,135.4779428,1.17196309,0.01937,246.5,0.16666667,0.3774888,4,50,128,478,1651,3765,4,50,123,461,1601,3437
324323,135.5004396,1.78603521,0.05311,282.5,0.16666667,0.41692793,12,66,129,408,1475,3465,11,65,126,395,1269,3025
382158,135.53081934,2.03601494,0.0577,152.0,0.16666667,0.34994763,20,77,173,386,1310,3286,19,73,167,343,1061,2735
301885,135.53947852,1.22605088,0.05711,340.5,0.16666667,0.79359907,9,76,153,404,1877,3690,9,76,151,395,1826,3484
550431,135.55254773,-0.4320722,0.02433,115.0,0.33333334,nan,6,34,76,231,1221,3153,5,29,63,147,959,2441
372384,135.55959701,1.11744233,0.05279,287.5,0.16666667,nan,18,74,180,426,1814,3818,17,71,173,413,1716,3451
622858,135.62112465,0.70960738,0.03667,220.0,0.33333334,nan,0,0,17,243,1459,3746,0,0,5,129,1098,2529
301937,135.65324572,1.32021912,0.09348,154.0,0.16666667,0.082029246,10,68,154,423,1671,3970,10,67,153,414,1603,3610
372408,135.70510313,1.02059724,0.05351,224.0,1.9166666,0.4369662,20,75,182,497,1665,3886,20,74,180,483,1413,2993
3628809,135.71379791,-0.85621081,0.01907,223.0,0.16666667,nan,8,41,140,352,1283,3218,8,37,131,312,1068,2656
324351,135.71646938,1.71098085,0.05733,115.0,0.8333333,0.23577245,8,53,122,349,1443,3371,5,45,109,325,1342,3015
279148,135.74609708,0.83100624,0.02741,186.5,0.16666667,0.35027272,29,122,282,607,1823,4139,3,39,107,248,946,2587
574423,135.75994021,-0.20038809,0.0536,229.5,0.25,0.2006784,17,100,199,480,1659,3300,1,41,108,268,1287,2835
372452,135.76969669,1.13570439,0.05264,241.5,0.41666666,0.12816772,16,47,112,358,1533,3743,16,47,109,347,1456,3290
279160,135.78086629,0.85821816,0.01312,213.0,0.16666667,nan,25,85,203,555,2010,4197,10,20,56,204,1192,2712
197555,135.80276273,-0.75293044,0.04834,157.0,0.41666666,0.57250315,8,31,90,273,1374,3027,8,29,87,266,1263,2627
372446,135.88657434444443,1.2101150677777779,0.05804,196.0,13.833332,nan,10,70,171,417,1564,3667,10,70,170,408,1466,3226
301994,135.90665676,1.29667124,0.0937,287.5,0.16666667,0.3309753,18,66,159,502,1895,3795,18,66,156,472,1654,3475
