release,tile_file,ra_centre,dec_centre,patch,url
DR4.0,KiDS_DR4.0_221.0_-0.5_ugriZYJHKs_cat.fits,221.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_221.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_221.0_0.5_ugriZYJHKs_cat.fits,221.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_221.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_221.0_-1.5_ugriZYJHKs_cat.fits,221.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_221.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_221.0_1.5_ugriZYJHKs_cat.fits,221.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_221.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_22.1_-31.2_ugriZYJHKs_cat.fits,22.1,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_22.1_-31.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_221.6_-2.5_ugriZYJHKs_cat.fits,221.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_221.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_221.6_2.5_ugriZYJHKs_cat.fits,221.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_221.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_221.6_-3.5_ugriZYJHKs_cat.fits,221.6,-3.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_221.6_-3.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_222.0_-0.5_ugriZYJHKs_cat.fits,222.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_222.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_222.0_0.5_ugriZYJHKs_cat.fits,222.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_222.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_222.0_-1.5_ugriZYJHKs_cat.fits,222.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_222.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_222.0_1.5_ugriZYJHKs_cat.fits,222.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_222.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_222.6_-2.5_ugriZYJHKs_cat.fits,222.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_222.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_222.6_2.5_ugriZYJHKs_cat.fits,222.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_222.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_223.0_-0.5_ugriZYJHKs_cat.fits,223.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_223.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_223.0_0.5_ugriZYJHKs_cat.fits,223.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_223.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_223.0_-1.5_ugriZYJHKs_cat.fits,223.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_223.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_223.0_1.5_ugriZYJHKs_cat.fits,223.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_223.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_223.6_-2.5_ugriZYJHKs_cat.fits,223.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_223.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_223.6_2.5_ugriZYJHKs_cat.fits,223.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_223.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_224.0_-0.5_ugriZYJHKs_cat.fits,224.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_224.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_224.0_0.5_ugriZYJHKs_cat.fits,224.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_224.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_224.0_-1.5_ugriZYJHKs_cat.fits,224.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_224.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_224.0_1.5_ugriZYJHKs_cat.fits,224.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_224.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_224.6_-2.5_ugriZYJHKs_cat.fits,224.6,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_224.6_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_224.6_2.5_ugriZYJHKs_cat.fits,224.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_224.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_225.0_-0.5_ugriZYJHKs_cat.fits,225.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_225.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_225.0_0.5_ugriZYJHKs_cat.fits,225.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_225.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_225.0_-1.5_ugriZYJHKs_cat.fits,225.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_225.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_225.0_1.5_ugriZYJHKs_cat.fits,225.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_225.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_225.6_2.5_ugriZYJHKs_cat.fits,225.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_225.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_226.0_-0.5_ugriZYJHKs_cat.fits,226.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_226.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_226.0_0.5_ugriZYJHKs_cat.fits,226.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_226.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_226.0_-1.5_ugriZYJHKs_cat.fits,226.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_226.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_226.0_1.5_ugriZYJHKs_cat.fits,226.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_226.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_22.6_-28.2_ugriZYJHKs_cat.fits,22.6,-28.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_22.6_-28.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_22.6_-33.1_ugriZYJHKs_cat.fits,22.6,-33.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_22.6_-33.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_226.6_2.5_ugriZYJHKs_cat.fits,226.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_226.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_227.0_-0.5_ugriZYJHKs_cat.fits,227.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_227.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_227.0_0.5_ugriZYJHKs_cat.fits,227.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_227.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_227.0_-1.5_ugriZYJHKs_cat.fits,227.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_227.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_227.0_1.5_ugriZYJHKs_cat.fits,227.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_227.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_227.6_2.5_ugriZYJHKs_cat.fits,227.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_227.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_228.0_-0.5_ugriZYJHKs_cat.fits,228.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_228.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_228.0_0.5_ugriZYJHKs_cat.fits,228.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_228.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_228.0_-1.5_ugriZYJHKs_cat.fits,228.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_228.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_228.0_1.5_ugriZYJHKs_cat.fits,228.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_228.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_22.8_-29.2_ugriZYJHKs_cat.fits,22.8,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_22.8_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_22.8_-34.1_ugriZYJHKs_cat.fits,22.8,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_22.8_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_228.6_2.5_ugriZYJHKs_cat.fits,228.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_228.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_229.0_-0.5_ugriZYJHKs_cat.fits,229.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_229.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_229.0_0.5_ugriZYJHKs_cat.fits,229.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_229.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_229.0_-1.5_ugriZYJHKs_cat.fits,229.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_229.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_229.0_1.5_ugriZYJHKs_cat.fits,229.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_229.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_230.0_-0.5_ugriZYJHKs_cat.fits,230.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_230.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_230.0_0.5_ugriZYJHKs_cat.fits,230.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_230.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_230.0_-1.5_ugriZYJHKs_cat.fits,230.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_230.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_230.0_1.5_ugriZYJHKs_cat.fits,230.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_230.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_23.0_-30.2_ugriZYJHKs_cat.fits,23.0,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_23.0_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_230.6_2.5_ugriZYJHKs_cat.fits,230.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_230.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_231.0_-0.5_ugriZYJHKs_cat.fits,231.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_231.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_231.0_0.5_ugriZYJHKs_cat.fits,231.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_231.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_231.0_-1.5_ugriZYJHKs_cat.fits,231.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_231.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_231.0_1.5_ugriZYJHKs_cat.fits,231.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_231.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_231.6_2.5_ugriZYJHKs_cat.fits,231.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_231.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_232.0_-0.5_ugriZYJHKs_cat.fits,232.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_232.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_232.0_0.5_ugriZYJHKs_cat.fits,232.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_232.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_232.0_-1.5_ugriZYJHKs_cat.fits,232.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_232.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_232.0_1.5_ugriZYJHKs_cat.fits,232.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_232.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_232.6_2.5_ugriZYJHKs_cat.fits,232.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_232.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_2.3_-29.2_ugriZYJHKs_cat.fits,2.3,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_2.3_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_233.0_-0.5_ugriZYJHKs_cat.fits,233.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_233.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_233.0_0.5_ugriZYJHKs_cat.fits,233.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_233.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_233.0_-1.5_ugriZYJHKs_cat.fits,233.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_233.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_233.0_1.5_ugriZYJHKs_cat.fits,233.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_233.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_2.3_-30.2_ugriZYJHKs_cat.fits,2.3,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_2.3_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_2.3_-31.2_ugriZYJHKs_cat.fits,2.3,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_2.3_-31.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_233.6_2.5_ugriZYJHKs_cat.fits,233.6,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_233.6_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_234.0_-0.5_ugriZYJHKs_cat.fits,234.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_234.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_234.0_0.5_ugriZYJHKs_cat.fits,234.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_234.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_234.0_-1.5_ugriZYJHKs_cat.fits,234.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_234.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_234.0_1.5_ugriZYJHKs_cat.fits,234.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_234.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_234.7_2.5_ugriZYJHKs_cat.fits,234.7,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_234.7_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_235.0_-0.5_ugriZYJHKs_cat.fits,235.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_235.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_235.0_0.5_ugriZYJHKs_cat.fits,235.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_235.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_235.0_-1.5_ugriZYJHKs_cat.fits,235.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_235.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_235.0_1.5_ugriZYJHKs_cat.fits,235.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_235.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_235.7_2.5_ugriZYJHKs_cat.fits,235.7,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_235.7_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_236.0_-0.5_ugriZYJHKs_cat.fits,236.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_236.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_236.0_0.5_ugriZYJHKs_cat.fits,236.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_236.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_236.0_-1.5_ugriZYJHKs_cat.fits,236.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_236.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_236.0_1.5_ugriZYJHKs_cat.fits,236.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_236.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_236.7_2.5_ugriZYJHKs_cat.fits,236.7,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_236.7_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_237.0_-0.5_ugriZYJHKs_cat.fits,237.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_237.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_237.0_0.5_ugriZYJHKs_cat.fits,237.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_237.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_237.0_-1.5_ugriZYJHKs_cat.fits,237.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_237.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_237.0_1.5_ugriZYJHKs_cat.fits,237.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_237.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_237.7_2.5_ugriZYJHKs_cat.fits,237.7,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_237.7_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_238.0_-0.5_ugriZYJHKs_cat.fits,238.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_238.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_238.0_0.5_ugriZYJHKs_cat.fits,238.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_238.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_238.0_-1.5_ugriZYJHKs_cat.fits,238.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_238.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_238.0_1.5_ugriZYJHKs_cat.fits,238.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_238.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_23.9_-29.2_ugriZYJHKs_cat.fits,23.9,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_23.9_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_24.0_-34.1_ugriZYJHKs_cat.fits,24.0,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_24.0_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_24.2_-30.2_ugriZYJHKs_cat.fits,24.2,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_24.2_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_2.4_-32.1_ugriZYJHKs_cat.fits,2.4,-32.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_2.4_-32.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_2.4_-33.1_ugriZYJHKs_cat.fits,2.4,-33.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_2.4_-33.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_2.4_-34.1_ugriZYJHKs_cat.fits,2.4,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_2.4_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_2.4_-35.1_ugriZYJHKs_cat.fits,2.4,-35.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_2.4_-35.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_24.5_-31.2_ugriZYJHKs_cat.fits,24.5,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_24.5_-31.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_24.7_-32.1_ugriZYJHKs_cat.fits,24.7,-32.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_24.7_-32.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_25.1_-29.2_ugriZYJHKs_cat.fits,25.1,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_25.1_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_25.2_-34.1_ugriZYJHKs_cat.fits,25.2,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_25.2_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_25.3_-30.2_ugriZYJHKs_cat.fits,25.3,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_25.3_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_26.2_-29.2_ugriZYJHKs_cat.fits,26.2,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_26.2_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_26.5_-30.2_ugriZYJHKs_cat.fits,26.5,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_26.5_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_27.3_-29.2_ugriZYJHKs_cat.fits,27.3,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_27.3_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_27.6_-30.2_ugriZYJHKs_cat.fits,27.6,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_27.6_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_28.8_-30.2_ugriZYJHKs_cat.fits,28.8,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_28.8_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_28.8_-34.1_ugriZYJHKs_cat.fits,28.8,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_28.8_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_29.1_-31.2_ugriZYJHKs_cat.fits,29.1,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_29.1_-31.2_ugriZYJHKs_cat.fits
