brickname,ra,dec,ra1,ra2,dec1,dec2
1318p007,131.875,0.75,131.75,132,0.625,0.875
1318p010,131.875,1,131.75,132,0.875,1.125
1318p012,131.875,1.25,131.75,132,1.125,1.375
1318p015,131.875,1.5,131.75,132,1.375,1.625
1318p017,131.875,1.75,131.75,132,1.625,1.875
1318p020,131.875,2,131.75,132,1.875,2.125
1318p022,131.875,2.25,131.75,132,2.125,2.375
1318p025,131.875,2.5,131.75,132,2.375,2.625
1318p027,131.875,2.75,131.75,132,2.625,2.875
1318p030,131.875,3,131.75,132,2.875,3.125
1318p032,131.80806675938803,3.25,131.68289290681503,131.93324061196108,3.125,3.375
1318p035,131.80806675938803,3.5,131.68289290681503,131.93324061196108,3.375,3.625
1320m032,132.05841446453408,-3.25,131.93324061196108,132.18358831710714,-3.375,-3.125
1320m035,132.05841446453408,-3.5,131.93324061196108,132.18358831710714,-3.625,-3.375
1320p032,132.05841446453408,3.25,131.93324061196108,132.18358831710714,3.125,3.375
1320p035,132.05841446453408,3.5,131.93324061196108,132.18358831710714,3.375,3.625
1321m002,132.125,-0.25,132,132.25,-0.375,-0.125
1321m005,132.125,-0.5,132,132.25,-0.625,-0.375
1321m007,132.125,-0.75,132,132.25,-0.875,-0.625
1321m010,132.125,-1,132,132.25,-1.125,-0.875
1321m012,132.125,-1.25,132,132.25,-1.375,-1.125
1321m015,132.125,-1.5,132,132.25,-1.625,-1.375
1321m017,132.125,-1.75,132,132.25,-1.875,-1.625
1321m020,132.125,-2,132,132.25,-2.125,-1.875
1321m022,132.125,-2.25,132,132.25,-2.375,-2.125
1321m025,132.125,-2.5,132,132.25,-2.625,-2.375
1321m027,132.125,-2.75,132,132.25,-2.875,-2.625
1321m030,132.125,-3,132,132.25,-3.125,-2.875
1321p000,132.125,0,132,132.25,-0.125,0.125
1321p002,132.125,0.25,132,132.25,0.125,0.375
1321p005,132.125,0.5,132,132.25,0.375,0.625
1321p007,132.125,0.75,132,132.25,0.625,0.875
1321p010,132.125,1,132,132.25,0.875,1.125
1321p012,132.125,1.25,132,132.25,1.125,1.375
1321p015,132.125,1.5,132,132.25,1.375,1.625
1321p017,132.125,1.75,132,132.25,1.625,1.875
1321p020,132.125,2,132,132.25,1.875,2.125
1321p022,132.125,2.25,132,132.25,2.125,2.375
1321p025,132.125,2.5,132,132.25,2.375,2.625
1321p027,132.125,2.75,132,132.25,2.625,2.875
1321p030,132.125,3,132,132.25,2.875,3.125
1323m002,132.375,-0.25,132.25,132.5,-0.375,-0.125
1323m005,132.375,-0.5,132.25,132.5,-0.625,-0.375
1323m007,132.375,-0.75,132.25,132.5,-0.875,-0.625
1323m010,132.375,-1,132.25,132.5,-1.125,-0.875
1323m012,132.375,-1.25,132.25,132.5,-1.375,-1.125
1323m015,132.375,-1.5,132.25,132.5,-1.625,-1.375
1323m017,132.375,-1.75,132.25,132.5,-1.875,-1.625
1323m020,132.375,-2,132.25,132.5,-2.125,-1.875
1323m022,132.375,-2.25,132.25,132.5,-2.375,-2.125
1323m025,132.375,-2.5,132.25,132.5,-2.625,-2.375
1323m027,132.375,-2.75,132.25,132.5,-2.875,-2.625
1323m030,132.375,-3,132.25,132.5,-3.125,-2.875
1323m032,132.3087621696801,-3.25,132.18358831710708,132.43393602225314,-3.375,-3.125
1323m035,132.3087621696801,-3.5,132.18358831710708,132.43393602225314,-3.625,-3.375
1323p000,132.375,0,132.25,132.5,-0.125,0.125
1323p002,132.375,0.25,132.25,132.5,0.125,0.375
1323p005,132.375,0.5,132.25,132.5,0.375,0.625
1323p007,132.375,0.75,132.25,132.5,0.625,0.875
1323p010,132.375,1,132.25,132.5,0.875,1.125
1323p012,132.375,1.25,132.25,132.5,1.125,1.375
1323p015,132.375,1.5,132.25,132.5,1.375,1.625
1323p017,132.375,1.75,132.25,132.5,1.625,1.875
1323p020,132.375,2,132.25,132.5,1.875,2.125
1323p022,132.375,2.25,132.25,132.5,2.125,2.375
1323p025,132.375,2.5,132.25,132.5,2.375,2.625
1323p027,132.375,2.75,132.25,132.5,2.625,2.875
1323p030,132.375,3,132.25,132.5,2.875,3.125
1323p032,132.3087621696801,3.25,132.18358831710708,132.43393602225314,3.125,3.375
1323p035,132.3087621696801,3.5,132.18358831710708,132.43393602225314,3.375,3.625
1325m032,132.55910987482613,-3.25,132.43393602225308,132.68428372739913,-3.375,-3.125
1325m035,132.55910987482613,-3.5,132.43393602225308,132.68428372739913,-3.625,-3.375
1325p032,132.55910987482613,3.25,132.43393602225308,132.68428372739913,3.125,3.375
1325p035,132.55910987482613,3.5,132.43393602225308,132.68428372739913,3.375,3.625
1326m002,132.625,-0.25,132.5,132.75,-0.375,-0.125
1326m005,132.625,-0.5,132.5,132.75,-0.625,-0.375
1326m007,132.625,-0.75,132.5,132.75,-0.875,-0.625
1326m010,132.625,-1,132.5,132.75,-1.125,-0.875
1326m012,132.625,-1.25,132.5,132.75,-1.375,-1.125
1326m015,132.625,-1.5,132.5,132.75,-1.625,-1.375
1326m017,132.625,-1.75,132.5,132.75,-1.875,-1.625
1326m020,132.625,-2,132.5,132.75,-2.125,-1.875
1326m022,132.625,-2.25,132.5,132.75,-2.375,-2.125
1326m025,132.625,-2.5,132.5,132.75,-2.625,-2.375
1326m027,132.625,-2.75,132.5,132.75,-2.875,-2.625
1326m030,132.625,-3,132.5,132.75,-3.125,-2.875
1326p000,132.625,0,132.5,132.75,-0.125,0.125
1326p002,132.625,0.25,132.5,132.75,0.125,0.375
1326p005,132.625,0.5,132.5,132.75,0.375,0.625
1326p007,132.625,0.75,132.5,132.75,0.625,0.875
1326p010,132.625,1,132.5,132.75,0.875,1.125
1326p012,132.625,1.25,132.5,132.75,1.125,1.375
1326p015,132.625,1.5,132.5,132.75,1.375,1.625
1326p017,132.625,1.75,132.5,132.75,1.625,1.875
1326p020,132.625,2,132.5,132.75,1.875,2.125
1326p022,132.625,2.25,132.5,132.75,2.125,2.375
1326p025,132.625,2.5,132.5,132.75,2.375,2.625
1326p027,132.625,2.75,132.5,132.75,2.625,2.875
1326p030,132.625,3,132.5,132.75,2.875,3.125
1328m002,132.875,-0.25,132.75,133,-0.375,-0.125
1328m005,132.875,-0.5,132.75,133,-0.625,-0.375
1328m007,132.875,-0.75,132.75,133,-0.875,-0.625
1328m010,132.875,-1,132.75,133,-1.125,-0.875
1328m012,132.875,-1.25,132.75,133,-1.375,-1.125
1328m015,132.875,-1.5,132.75,133,-1.625,-1.375
1328m017,132.875,-1.75,132.75,133,-1.875,-1.625
1328m020,132.875,-2,132.75,133,-2.125,-1.875
1328m022,132.875,-2.25,132.75,133,-2.375,-2.125
1328m025,132.875,-2.5,132.75,133,-2.625,-2.375
1328m027,132.875,-2.75,132.75,133,-2.875,-2.625
1328m030,132.875,-3,132.75,133,-3.125,-2.875
1328m032,132.8094575799722,-3.25,132.68428372739913,132.9346314325452,-3.375,-3.125
1328m035,132.8094575799722,-3.5,132.68428372739913,132.9346314325452,-3.625,-3.375
1328p000,132.875,0,132.75,133,-0.125,0.125
1328p002,132.875,0.25,132.75,133,0.125,0.375
1328p005,132.875,0.5,132.75,133,0.375,0.625
1328p007,132.875,0.75,132.75,133,0.625,0.875
1328p010,132.875,1,132.75,133,0.875,1.125
1328p012,132.875,1.25,132.75,133,1.125,1.375
1328p015,132.875,1.5,132.75,133,1.375,1.625
1328p017,132.875,1.75,132.75,133,1.625,1.875
1328p020,132.875,2,132.75,133,1.875,2.125
1328p022,132.875,2.25,132.75,133,2.125,2.375
1328p025,132.875,2.5,132.75,133,2.375,2.625
1328p027,132.875,2.75,132.75,133,2.625,2.875
1328p030,132.875,3,132.75,133,2.875,3.125
1328p032,132.8094575799722,3.25,132.68428372739913,132.9346314325452,3.125,3.375
1328p035,132.8094575799722,3.5,132.68428372739913,132.9346314325452,3.375,3.625
1330m032,133.05980528511822,-3.25,132.9346314325452,133.18497913769124,-3.375,-3.125
1330m035,133.05980528511822,-3.5,132.9346314325452,133.18497913769124,-3.625,-3.375
1330p032,133.05980528511822,3.25,132.9346314325452,133.18497913769124,3.125,3.375
1330p035,133.05980528511822,3.5,132.9346314325452,133.18497913769124,3.375,3.625
1331m002,133.125,-0.25,133,133.25,-0.375,-0.125
1331m005,133.125,-0.5,133,133.25,-0.625,-0.375
1331m007,133.125,-0.75,133,133.25,-0.875,-0.625
1331m010,133.125,-1,133,133.25,-1.125,-0.875
1331m012,133.125,-1.25,133,133.25,-1.375,-1.125
1331m015,133.125,-1.5,133,133.25,-1.625,-1.375
1331m017,133.125,-1.75,133,133.25,-1.875,-1.625
1331m020,133.125,-2,133,133.25,-2.125,-1.875
1331m022,133.125,-2.25,133,133.25,-2.375,-2.125
1331m025,133.125,-2.5,133,133.25,-2.625,-2.375
1331m027,133.125,-2.75,133,133.25,-2.875,-2.625
1331m030,133.125,-3,133,133.25,-3.125,-2.875
1331p000,133.125,0,133,133.25,-0.125,0.125
1331p002,133.125,0.25,133,133.25,0.125,0.375
1331p005,133.125,0.5,133,133.25,0.375,0.625
1331p007,133.125,0.75,133,133.25,0.625,0.875
1331p010,133.125,1,133,133.25,0.875,1.125
1331p012,133.125,1.25,133,133.25,1.125,1.375
1331p015,133.125,1.5,133,133.25,1.375,1.625
1331p017,133.125,1.75,133,133.25,1.625,1.875
1331p020,133.125,2,133,133.25,1.875,2.125
1331p022,133.125,2.25,133,133.25,2.125,2.375
1331p025,133.125,2.5,133,133.25,2.375,2.625
1331p027,133.125,2.75,133,133.25,2.625,2.875
1331p030,133.125,3,133,133.25,2.875,3.125
1333m002,133.375,-0.25,133.25,133.5,-0.375,-0.125
1333m005,133.375,-0.5,133.25,133.5,-0.625,-0.375
1333m007,133.375,-0.75,133.25,133.5,-0.875,-0.625
1333m010,133.375,-1,133.25,133.5,-1.125,-0.875
1333m012,133.375,-1.25,133.25,133.5,-1.375,-1.125
1333m015,133.375,-1.5,133.25,133.5,-1.625,-1.375
1333m017,133.375,-1.75,133.25,133.5,-1.875,-1.625
1333m020,133.375,-2,133.25,133.5,-2.125,-1.875
1333m022,133.375,-2.25,133.25,133.5,-2.375,-2.125
1333m025,133.375,-2.5,133.25,133.5,-2.625,-2.375
1333m027,133.375,-2.75,133.25,133.5,-2.875,-2.625
1333m030,133.375,-3,133.25,133.5,-3.125,-2.875
1333m032,133.31015299026424,-3.25,133.18497913769124,133.4353268428373,-3.375,-3.125
1333m035,133.31015299026424,-3.5,133.18497913769124,133.4353268428373,-3.625,-3.375
1333p000,133.375,0,133.25,133.5,-0.125,0.125
1333p002,133.375,0.25,133.25,133.5,0.125,0.375
1333p005,133.375,0.5,133.25,133.5,0.375,0.625
1333p007,133.375,0.75,133.25,133.5,0.625,0.875
1333p010,133.375,1,133.25,133.5,0.875,1.125
1333p012,133.375,1.25,133.25,133.5,1.125,1.375
1333p015,133.375,1.5,133.25,133.5,1.375,1.625
1333p017,133.375,1.75,133.25,133.5,1.625,1.875
1333p020,133.375,2,133.25,133.5,1.875,2.125
1333p022,133.375,2.25,133.25,133.5,2.125,2.375
1333p025,133.375,2.5,133.25,133.5,2.375,2.625
1333p027,133.375,2.75,133.25,133.5,2.625,2.875
1333p030,133.375,3,133.25,133.5,2.875,3.125
1333p032,133.31015299026424,3.25,133.18497913769124,133.4353268428373,3.125,3.375
1333p035,133.31015299026424,3.5,133.18497913769124,133.4353268428373,3.375,3.625
1335m032,133.5605006954103,-3.25,133.4353268428373,133.68567454798335,-3.375,-3.125
1335m035,133.5605006954103,-3.5,133.4353268428373,133.68567454798335,-3.625,-3.375
1335p032,133.5605006954103,3.25,133.4353268428373,133.68567454798335,3.125,3.375
1335p035,133.5605006954103,3.5,133.4353268428373,133.68567454798335,3.375,3.625
1336m002,133.625,-0.25,133.5,133.75,-0.375,-0.125
1336m005,133.625,-0.5,133.5,133.75,-0.625,-0.375
1336m007,133.625,-0.75,133.5,133.75,-0.875,-0.625
1336m010,133.625,-1,133.5,133.75,-1.125,-0.875
1336m012,133.625,-1.25,133.5,133.75,-1.375,-1.125
1336m015,133.625,-1.5,133.5,133.75,-1.625,-1.375
1336m017,133.625,-1.75,133.5,133.75,-1.875,-1.625
1336m020,133.625,-2,133.5,133.75,-2.125,-1.875
1336m022,133.625,-2.25,133.5,133.75,-2.375,-2.125
1336m025,133.625,-2.5,133.5,133.75,-2.625,-2.375
1336m027,133.625,-2.75,133.5,133.75,-2.875,-2.625
1336m030,133.625,-3,133.5,133.75,-3.125,-2.875
1336p000,133.625,0,133.5,133.75,-0.125,0.125
1336p002,133.625,0.25,133.5,133.75,0.125,0.375
1336p005,133.625,0.5,133.5,133.75,0.375,0.625
1336p007,133.625,0.75,133.5,133.75,0.625,0.875
1336p010,133.625,1,133.5,133.75,0.875,1.125
1336p012,133.625,1.25,133.5,133.75,1.125,1.375
1336p015,133.625,1.5,133.5,133.75,1.375,1.625
1336p017,133.625,1.75,133.5,133.75,1.625,1.875
1336p020,133.625,2,133.5,133.75,1.875,2.125
1336p022,133.625,2.25,133.5,133.75,2.125,2.375
1336p025,133.625,2.5,133.5,133.75,2.375,2.625
1336p027,133.625,2.75,133.5,133.75,2.625,2.875
1336p030,133.625,3,133.5,133.75,2.875,3.125
1338m002,133.875,-0.25,133.75,134,-0.375,-0.125
1338m005,133.875,-0.5,133.75,134,-0.625,-0.375
1338m007,133.875,-0.75,133.75,134,-0.875,-0.625
1338m010,133.875,-1,133.75,134,-1.125,-0.875
1338m012,133.875,-1.25,133.75,134,-1.375,-1.125
1338m015,133.875,-1.5,133.75,134,-1.625,-1.375
1338m017,133.875,-1.75,133.75,134,-1.875,-1.625
1338m020,133.875,-2,133.75,134,-2.125,-1.875
1338m022,133.875,-2.25,133.75,134,-2.375,-2.125
1338m025,133.875,-2.5,133.75,134,-2.625,-2.375
1338m027,133.875,-2.75,133.75,134,-2.875,-2.625
1338m030,133.875,-3,133.75,134,-3.125,-2.875
1338m032,133.81084840055632,-3.25,133.6856745479833,133.93602225312935,-3.375,-3.125
1338m035,133.81084840055632,-3.5,133.6856745479833,133.93602225312935,-3.625,-3.375
1338p000,133.875,0,133.75,134,-0.125,0.125
1338p002,133.875,0.25,133.75,134,0.125,0.375
1338p005,133.875,0.5,133.75,134,0.375,0.625
1338p007,133.875,0.75,133.75,134,0.625,0.875
1338p010,133.875,1,133.75,134,0.875,1.125
1338p012,133.875,1.25,133.75,134,1.125,1.375
1338p015,133.875,1.5,133.75,134,1.375,1.625
1338p017,133.875,1.75,133.75,134,1.625,1.875
1338p020,133.875,2,133.75,134,1.875,2.125
1338p022,133.875,2.25,133.75,134,2.125,2.375
1338p025,133.875,2.5,133.75,134,2.375,2.625
1338p027,133.875,2.75,133.75,134,2.625,2.875
1338p030,133.875,3,133.75,134,2.875,3.125
1338p032,133.81084840055632,3.25,133.6856745479833,133.93602225312935,3.125,3.375
1338p035,133.81084840055632,3.5,133.6856745479833,133.93602225312935,3.375,3.625
1340m032,134.06119610570235,-3.25,133.9360222531293,134.18636995827535,-3.375,-3.125
1340m035,134.06119610570235,-3.5,133.9360222531293,134.18636995827535,-3.625,-3.375
1340p032,134.06119610570235,3.25,133.9360222531293,134.18636995827535,3.125,3.375
1340p035,134.06119610570235,3.5,133.9360222531293,134.18636995827535,3.375,3.625
1341m002,134.125,-0.25,134,134.25,-0.375,-0.125
1341m005,134.125,-0.5,134,134.25,-0.625,-0.375
1341m007,134.125,-0.75,134,134.25,-0.875,-0.625
1341m010,134.125,-1,134,134.25,-1.125,-0.875
1341m012,134.125,-1.25,134,134.25,-1.375,-1.125
1341m015,134.125,-1.5,134,134.25,-1.625,-1.375
1341m017,134.125,-1.75,134,134.25,-1.875,-1.625
1341m020,134.125,-2,134,134.25,-2.125,-1.875
1341m022,134.125,-2.25,134,134.25,-2.375,-2.125
1341m025,134.125,-2.5,134,134.25,-2.625,-2.375
1341m027,134.125,-2.75,134,134.25,-2.875,-2.625
1341m030,134.125,-3,134,134.25,-3.125,-2.875
1341p000,134.125,0,134,134.25,-0.125,0.125
1341p002,134.125,0.25,134,134.25,0.125,0.375
1341p005,134.125,0.5,134,134.25,0.375,0.625
1341p007,134.125,0.75,134,134.25,0.625,0.875
1341p010,134.125,1,134,134.25,0.875,1.125
1341p012,134.125,1.25,134,134.25,1.125,1.375
1341p015,134.125,1.5,134,134.25,1.375,1.625
1341p017,134.125,1.75,134,134.25,1.625,1.875
1341p020,134.125,2,134,134.25,1.875,2.125
1341p022,134.125,2.25,134,134.25,2.125,2.375
1341p025,134.125,2.5,134,134.25,2.375,2.625
1341p027,134.125,2.75,134,134.25,2.625,2.875
1341p030,134.125,3,134,134.25,2.875,3.125
1343m002,134.375,-0.25,134.25,134.5,-0.375,-0.125
1343m005,134.375,-0.5,134.25,134.5,-0.625,-0.375
1343m007,134.375,-0.75,134.25,134.5,-0.875,-0.625
1343m010,134.375,-1,134.25,134.5,-1.125,-0.875
1343m012,134.375,-1.25,134.25,134.5,-1.375,-1.125
1343m015,134.375,-1.5,134.25,134.5,-1.625,-1.375
1343m017,134.375,-1.75,134.25,134.5,-1.875,-1.625
1343m020,134.375,-2,134.25,134.5,-2.125,-1.875
1343m022,134.375,-2.25,134.25,134.5,-2.375,-2.125
1343m025,134.375,-2.5,134.25,134.5,-2.625,-2.375
1343m027,134.375,-2.75,134.25,134.5,-2.875,-2.625
1343m030,134.375,-3,134.25,134.5,-3.125,-2.875
1343m032,134.3115438108484,-3.25,134.18636995827535,134.4367176634214,-3.375,-3.125
1343m035,134.3115438108484,-3.5,134.18636995827535,134.4367176634214,-3.625,-3.375
1343p000,134.375,0,134.25,134.5,-0.125,0.125
1343p002,134.375,0.25,134.25,134.5,0.125,0.375
1343p005,134.375,0.5,134.25,134.5,0.375,0.625
1343p007,134.375,0.75,134.25,134.5,0.625,0.875
1343p010,134.375,1,134.25,134.5,0.875,1.125
1343p012,134.375,1.25,134.25,134.5,1.125,1.375
1343p015,134.375,1.5,134.25,134.5,1.375,1.625
1343p017,134.375,1.75,134.25,134.5,1.625,1.875
1343p020,134.375,2,134.25,134.5,1.875,2.125
1343p022,134.375,2.25,134.25,134.5,2.125,2.375
1343p025,134.375,2.5,134.25,134.5,2.375,2.625
1343p027,134.375,2.75,134.25,134.5,2.625,2.875
1343p030,134.375,3,134.25,134.5,2.875,3.125
1343p032,134.3115438108484,3.25,134.18636995827535,134.4367176634214,3.125,3.375
1343p035,134.3115438108484,3.5,134.18636995827535,134.4367176634214,3.375,3.625
1345m032,134.56189151599443,-3.25,134.4367176634214,134.68706536856746,-3.375,-3.125
1345m035,134.56189151599443,-3.5,134.4367176634214,134.68706536856746,-3.625,-3.375
1345p032,134.56189151599443,3.25,134.4367176634214,134.68706536856746,3.125,3.375
1345p035,134.56189151599443,3.5,134.4367176634214,134.68706536856746,3.375,3.625
1346m002,134.625,-0.25,134.5,134.75,-0.375,-0.125
1346m005,134.625,-0.5,134.5,134.75,-0.625,-0.375
1346m007,134.625,-0.75,134.5,134.75,-0.875,-0.625
1346m010,134.625,-1,134.5,134.75,-1.125,-0.875
1346m012,134.625,-1.25,134.5,134.75,-1.375,-1.125
1346m015,134.625,-1.5,134.5,134.75,-1.625,-1.375
1346m017,134.625,-1.75,134.5,134.75,-1.875,-1.625
1346m020,134.625,-2,134.5,134.75,-2.125,-1.875
1346m022,134.625,-2.25,134.5,134.75,-2.375,-2.125
1346m025,134.625,-2.5,134.5,134.75,-2.625,-2.375
1346m027,134.625,-2.75,134.5,134.75,-2.875,-2.625
1346m030,134.625,-3,134.5,134.75,-3.125,-2.875
1346p000,134.625,0,134.5,134.75,-0.125,0.125
1346p002,134.625,0.25,134.5,134.75,0.125,0.375
1346p005,134.625,0.5,134.5,134.75,0.375,0.625
1346p007,134.625,0.75,134.5,134.75,0.625,0.875
1346p010,134.625,1,134.5,134.75,0.875,1.125
1346p012,134.625,1.25,134.5,134.75,1.125,1.375
1346p015,134.625,1.5,134.5,134.75,1.375,1.625
1346p017,134.625,1.75,134.5,134.75,1.625,1.875
1346p020,134.625,2,134.5,134.75,1.875,2.125
1346p022,134.625,2.25,134.5,134.75,2.125,2.375
1346p025,134.625,2.5,134.5,134.75,2.375,2.625
1346p027,134.625,2.75,134.5,134.75,2.625,2.875
1346p030,134.625,3,134.5,134.75,2.875,3.125
1348m002,134.875,-0.25,134.75,135,-0.375,-0.125
1348m005,134.875,-0.5,134.75,135,-0.625,-0.375
1348m007,134.875,-0.75,134.75,135,-0.875,-0.625
1348m010,134.875,-1,134.75,135,-1.125,-0.875
1348m012,134.875,-1.25,134.75,135,-1.375,-1.125
1348m015,134.875,-1.5,134.75,135,-1.625,-1.375
1348m017,134.875,-1.75,134.75,135,-1.875,-1.625
1348m020,134.875,-2,134.75,135,-2.125,-1.875
1348m022,134.875,-2.25,134.75,135,-2.375,-2.125
1348m025,134.875,-2.5,134.75,135,-2.625,-2.375
1348m027,134.875,-2.75,134.75,135,-2.875,-2.625
1348m030,134.875,-3,134.75,135,-3.125,-2.875
1348m032,134.81223922114046,-3.25,134.68706536856746,134.93741307371351,-3.375,-3.125
1348m035,134.81223922114046,-3.5,134.68706536856746,134.93741307371351,-3.625,-3.375
1348p000,134.875,0,134.75,135,-0.125,0.125
1348p002,134.875,0.25,134.75,135,0.125,0.375
1348p005,134.875,0.5,134.75,135,0.375,0.625
1348p007,134.875,0.75,134.75,135,0.625,0.875
1348p010,134.875,1,134.75,135,0.875,1.125
1348p012,134.875,1.25,134.75,135,1.125,1.375
1348p015,134.875,1.5,134.75,135,1.375,1.625
1348p017,134.875,1.75,134.75,135,1.625,1.875
1348p020,134.875,2,134.75,135,1.875,2.125
1348p022,134.875,2.25,134.75,135,2.125,2.375
1348p025,134.875,2.5,134.75,135,2.375,2.625
1348p027,134.875,2.75,134.75,135,2.625,2.875
1348p030,134.875,3,134.75,135,2.875,3.125
1348p032,134.81223922114046,3.25,134.68706536856746,134.93741307371351,3.125,3.375
1348p035,134.81223922114046,3.5,134.68706536856746,134.93741307371351,3.375,3.625
1350m032,135.0625869262865,-3.25,134.93741307371351,135.18776077885957,-3.375,-3.125
1350m035,135.0625869262865,-3.5,134.93741307371351,135.18776077885957,-3.625,-3.375
1350p032,135.0625869262865,3.25,134.93741307371351,135.18776077885957,3.125,3.375
1350p035,135.0625869262865,3.5,134.93741307371351,135.18776077885957,3.375,3.625
1351m002,135.125,-0.25,135,135.25,-0.375,-0.125
1351m005,135.125,-0.5,135,135.25,-0.625,-0.375
1351m007,135.125,-0.75,135,135.25,-0.875,-0.625
1351m010,135.125,-1,135,135.25,-1.125,-0.875
1351m012,135.125,-1.25,135,135.25,-1.375,-1.125
1351m015,135.125,-1.5,135,135.25,-1.625,-1.375
1351m017,135.125,-1.75,135,135.25,-1.875,-1.625
1351m020,135.125,-2,135,135.25,-2.125,-1.875
1351m022,135.125,-2.25,135,135.25,-2.375,-2.125
1351m025,135.125,-2.5,135,135.25,-2.625,-2.375
1351m027,135.125,-2.75,135,135.25,-2.875,-2.625
1351m030,135.125,-3,135,135.25,-3.125,-2.875
1351p000,135.125,0,135,135.25,-0.125,0.125
1351p002,135.125,0.25,135,135.25,0.125,0.375
1351p005,135.125,0.5,135,135.25,0.375,0.625
1351p007,135.125,0.75,135,135.25,0.625,0.875
1351p010,135.125,1,135,135.25,0.875,1.125
1351p012,135.125,1.25,135,135.25,1.125,1.375
1351p015,135.125,1.5,135,135.25,1.375,1.625
1351p017,135.125,1.75,135,135.25,1.625,1.875
1351p020,135.125,2,135,135.25,1.875,2.125
1351p022,135.125,2.25,135,135.25,2.125,2.375
1351p025,135.125,2.5,135,135.25,2.375,2.625
1351p027,135.125,2.75,135,135.25,2.625,2.875
1351p030,135.125,3,135,135.25,2.875,3.125
1353m002,135.375,-0.25,135.25,135.5,-0.375,-0.125
1353m005,135.375,-0.5,135.25,135.5,-0.625,-0.375
1353m007,135.375,-0.75,135.25,135.5,-0.875,-0.625
1353m010,135.375,-1,135.25,135.5,-1.125,-0.875
1353m012,135.375,-1.25,135.25,135.5,-1.375,-1.125
1353m015,135.375,-1.5,135.25,135.5,-1.625,-1.375
1353m017,135.375,-1.75,135.25,135.5,-1.875,-1.625
1353m020,135.375,-2,135.25,135.5,-2.125,-1.875
1353m022,135.375,-2.25,135.25,135.5,-2.375,-2.125
1353m025,135.375,-2.5,135.25,135.5,-2.625,-2.375
1353m027,135.375,-2.75,135.25,135.5,-2.875,-2.625
1353m030,135.375,-3,135.25,135.5,-3.125,-2.875
1353m032,135.31293463143254,-3.25,135.1877607788595,135.43810848400557,-3.375,-3.125
1353m035,135.31293463143254,-3.5,135.1877607788595,135.43810848400557,-3.625,-3.375
1353p000,135.375,0,135.25,135.5,-0.125,0.125
1353p002,135.375,0.25,135.25,135.5,0.125,0.375
1353p005,135.375,0.5,135.25,135.5,0.375,0.625
1353p007,135.375,0.75,135.25,135.5,0.625,0.875
1353p010,135.375,1,135.25,135.5,0.875,1.125
1353p012,135.375,1.25,135.25,135.5,1.125,1.375
1353p015,135.375,1.5,135.25,135.5,1.375,1.625
1353p017,135.375,1.75,135.25,135.5,1.625,1.875
1353p020,135.375,2,135.25,135.5,1.875,2.125
1353p022,135.375,2.25,135.25,135.5,2.125,2.375
1353p025,135.375,2.5,135.25,135.5,2.375,2.625
1353p027,135.375,2.75,135.25,135.5,2.625,2.875
1353p030,135.375,3,135.25,135.5,2.875,3.125
1353p032,135.31293463143254,3.25,135.1877607788595,135.43810848400557,3.125,3.375
1353p035,135.31293463143254,3.5,135.1877607788595,135.43810848400557,3.375,3.625
1355m032,135.5632823365786,-3.25,135.43810848400557,135.68845618915162,-3.375,-3.125
1355m035,135.5632823365786,-3.5,135.43810848400557,135.68845618915162,-3.625,-3.375
1355p032,135.5632823365786,3.25,135.43810848400557,135.68845618915162,3.125,3.375
