CATID,RA_OBJ,DEC_OBJ,RA_IFU,DEC_IFU,r_petro,z_spec,z_tonry,M_r,r_e,ellip,PA,Mstar,g_i,SURV_SAMI,BAD_CLASS
"186833",185.89686896,-1.63549223,185.89686896,-1.63549223,17.805,0.02469,0.02598,-17.45,5.03,0.4469,93.84,8.72,0.62,8,0
"298862",222.14820513,1.35415466,222.14820513,1.35415466,16.143,0.04906,0.04981,-20.77,3.86,0.5931,178.15,10.02,0.65,8,0
"610124",178.83882548,0.3388124,178.83882548,0.3388124,17.103,0.07836,0.07965,-20.8,4.37,0.8215,57.549988,10.47,1.26,3,0
"8217",181.0522247,0.80258008,181.0522247,0.80258008,16.631,0.00967,0.01207,-16.93,4.14,0.4881,156.51,8.43,0.53,8,0
"210179",136.94094172,0.05792465,136.94094172,0.05792465,16.622,0.08735,0.08849,-21.51,5.3,0.4182,123.61,10.55,1.01,3,0
"492720",218.02175024,-1.41352446,218.02175024,-1.41352446,17.299,0.08204,0.08289,-20.68,2.43,0.7115,61.0,10.38,1.21,3,0
"593913",218.36327946,-0.11924401,218.36327946,-0.11924401,16.107,0.03513,0.03594,-20.33,7.33,0.7152,154.17,9.97,0.74,8,5
"85418",182.40451716,0.53611309,182.40451716,0.53611309,17.685,0.02066,0.02232,-17.21,2.05,0.3222,170.53,8.83,0.9,8,0
"70186",178.98018932,0.00598446,178.98018932,0.00598446,16.182,0.07742,0.07871,-21.65,2.28,0.1548,120.67999,10.82,1.29,3,0
"144682",181.03465421,-1.41718582,181.03465421,-1.41718582,17.695,0.03509,0.03633,-18.33,1.33,0.4062,90.55,9.02,0.6,8,0
"38997",174.46346485,-0.80981702,174.46346485,-0.80981702,18.41,0.047,0.04827,-18.29,2.12,0.391,89.8,9.41,1.13,3,0
"240432",222.46885792,1.46052695,222.46885792,1.46052695,15.226,0.04884,0.04958,-21.54,9.01,0.7332,81.350006,10.8,1.24,8,0
"7972",180.0424059,0.70715762,180.0424059,0.70715762,17.539,0.08661,0.08791,-20.57,2.84,0.2843,93.18,10.36,1.28,3,0
"371170",130.4986216,0.92779175,130.4986216,0.92779175,14.462,0.03977,0.04077,-21.89,4.8,0.2237,170.85,10.71,0.94,8,0
"509597",222.02731126,-1.4777379,222.02731126,-1.4777379,19.311,0.0501,0.05086,-17.48,1.35,0.7353,34.649994,9.46,1.76,3,6
"378060",140.38950044,1.58461783,140.38950044,1.58461783,18.742,0.01654,0.01749,-17.61,8.42,0.3373,16.020004,8.7,0.53,8,0
"509466",221.516598,-1.5342915,221.516598,-1.5342915,17.328,0.08403,0.08482,-20.71,0.9,0.3946,133.26,10.39,1.24,3,0
"417447",131.09028039,2.28715161,131.09028039,2.28715161,17.406,0.05087,0.05189,-19.46,1.43,0.1774,10.800003,9.88,1.15,3,0
"78143",215.80783539,0.04443029,215.80783539,0.04443029,17.378,0.05491,0.05578,-19.69,3.22,0.4819,141.58,10.13,1.33,8,0
"594986",222.81599449,-0.16326804,222.81599449,-0.16326804,16.637,0.04276,0.04349,-20.01,5.09,0.7415,4.2900085,10.23,1.25,8,0
"16026",217.53450615,0.70349884,217.53450615,0.70349884,16.552,0.05379,0.05462,-20.42,2.12,0.6311,156.75,10.23,1.09,8,0
"79813",223.19981442,0.03309132,223.19981442,0.03309132,16.711,0.04439,0.04512,-19.82,5.0,0.5666,111.80001,9.54,0.52,3,0
"92779",217.45821597,0.4295946,217.45821597,0.4295946,17.732,0.0547,0.05554,-19.33,2.13,0.5235,169.2,9.8,1.12,3,0
"227036",211.82816809,1.28195925,211.82816809,1.28195925,15.894,0.03475,0.03566,-20.11,5.29,0.3863,20.419998,9.56,0.39,8,0
"512204",218.06243064,-1.17294115,218.06243064,-1.17294115,16.441,0.03607,0.03689,-19.63,9.63,0.8446,167.42,10.06,1.24,8,0
"196834",132.88194584,-0.73606496,132.88194584,-0.73606496,18.323,0.04289,0.04393,-18.15,1.31,0.6779,163.45001,8.98,0.65,3,0
"85020",180.50255068,0.58294471,180.50255068,0.58294471,16.818,0.07818,0.07946,-20.99,2.13,0.1119,67.23999,10.35,1.01,3,0
"23075",180.14910745,1.20629991,180.14910745,1.20629991,16.076,0.04886,0.05011,-20.7,3.83,0.5797,169.7,10.38,1.14,8,0
"63281",215.26154492,-0.36728724,215.26154492,-0.36728724,17.834,0.05497,0.05585,-19.14,3.54,0.2058,71.91,9.66,1.04,3,0
"585359",182.47119622,-0.0160222,182.47119622,-0.0160222,15.294,0.03526,0.03648,-20.77,6.48,0.5596,177.94,10.32,1.0,8,0
"550586",136.34061717,-0.47922208,136.34061717,-0.47922208,17.791,0.02767,0.0287,-17.71,2.53,0.3152,77.37,8.59,0.38,8,0
"422753",132.30389875,2.61498008,132.30389875,2.61498008,17.08,0.0585,0.05954,-20.44,5.78,0.7954,19.440002,10.48,1.33,8,1
"106389",215.90105241,1.00760341,215.90105241,1.00760341,16.126,0.04009,0.04094,-20.19,5.95,0.7866,63.630005,10.2,1.15,8,0
"22175",176.32034453,1.22731822,176.32034453,1.22731822,17.848,0.02822,0.02946,-17.7,5.54,0.5457,174.17,8.73,0.55,8,0
"622744",134.82995023,0.79776379,134.82995023,0.79776379,15.091,0.01323,0.01398,-18.8,5.39,0.4586,49.880005,9.16,0.51,8,0
"176955",174.94288989,-1.87526458,174.94288989,-1.87526458,15.202,0.05811,0.0594,-21.98,7.05,0.3385,69.67,10.62,0.81,8,0
"521636",130.12953369,2.67853973,130.12953369,2.67853973,15.838,0.06713,0.06815,-21.7,5.83,0.0108,8.530006,10.45,0.74,3,0
"610893",182.35566604,0.30819031,182.35566604,0.30819031,17.177,0.0201,0.02184,-17.76,8.09,0.5997,90.93001,8.91,0.73,8,0
"238131",213.39950594,1.73627399,213.39950594,1.73627399,16.791,0.02561,0.0265,-18.49,3.39,0.5578,22.970001,9.13,0.64,8,0
"492782",218.26591103,-1.40224012,218.26591103,-1.40224012,17.904,0.03351,0.03432,-18.31,5.73,0.5184,55.869995,8.91,0.48,3,0
"386226",130.62839184,2.13463481,130.62839184,2.13463481,16.301,0.07428,0.07532,-21.46,6.08,0.2521,156.11,10.4,0.83,3,0
"16310",218.27027461,0.82323257,218.27027461,0.82323257,19.651,0.02896,0.02976,,3.27,0.7083,19.979996,8.2,0.66,8,0
"23037",179.98267464,1.16037075,179.98267464,1.16037075,16.392,0.07838,0.07966,-21.46,3.99,0.3929,22.169998,10.49,0.94,3,0
"586599",185.54664936,-0.14571571,185.54664936,-0.14571571,15.769,0.07337,0.07462,-21.91,4.6,0.1767,3.5300064,10.59,0.82,3,0
"485651",216.88566395,-1.71079746,216.88566395,-1.71079746,17.133,0.05495,0.0558,-19.93,4.28,0.3901,66.950005,9.84,0.85,3,0
"16926",220.94265849,0.71789615,220.94265849,0.71789615,16.395,0.05036,0.05113,-20.45,2.47,0.627,33.95999,10.29,1.17,8,0
"463288",212.4848106,-1.24004557,212.4848106,-1.24004557,14.511,0.02469,0.02563,-20.51,7.26,0.3176,133.47,9.74,0.41,8,0
"298593",220.60094599,1.33136309,220.60094599,1.33136309,17.893,0.04897,0.04974,-18.87,0.9,0.2624,88.7,9.44,0.85,3,0
"17314",223.04204401,0.78398629,223.04204401,0.78398629,15.658,0.04325,0.04398,-20.86,4.05,0.3845,141.53,10.41,1.1,8,0
"298666",221.03607224,1.19526768,221.03607224,1.19526768,14.646,0.02795,0.02869,-20.86,9.78,0.6233,8.020004,10.2,0.8,8,0
"64984",221.03406046,-0.28226344,221.03406046,-0.28226344,17.429,0.05767,0.05845,-19.7,4.17,0.3022,58.03,9.65,0.73,3,0
"319497",214.70223834,1.85433398,214.70223834,1.85433398,17.554,0.0545,0.05538,-19.42,3.04,0.5834,171.34,9.79,1.06,3,0
"288851",180.36180612,1.74042954,180.36180612,1.74042954,15.466,0.078,0.07928,-22.46,8.63,0.686,163.83,11.19,1.33,8,0
"491508",212.16110627,-1.46876469,212.16110627,-1.46876469,15.599,0.05492,0.05585,-21.42,3.14,0.3545,4.4000015,10.61,1.07,8,0
"521532",129.83146298,2.79559452,129.83146298,2.79559452,17.504,0.05848,0.05949,-19.64,3.75,0.2037,91.2,9.55,0.63,3,0
"418725",137.49655406,2.73347826,137.49655406,2.73347826,15.442,0.03782,0.0389,-20.75,2.72,0.1168,32.089996,10.28,0.97,8,0
"49706",222.15679827,-0.77733252,222.15679827,-0.77733252,18.572,0.04278,0.04353,-17.9,1.35,0.3908,138.29999,8.81,0.56,3,0
"561502",183.83940068,-0.60585836,183.83940068,-0.60585836,16.591,0.07552,0.07679,-21.25,4.01,0.7985,105.759995,10.72,1.35,3,0
"49167",219.95832484,-0.71816512,219.95832484,-0.71816512,13.464,0.00584,0.00699,-17.27,39.25,0.6298,58.449997,8.65,0.63,8,4
"419574",140.51954876,2.76241652,140.51954876,2.76241652,17.244,0.08662,0.08779,-20.85,1.7,0.4538,24.069992,10.49,1.29,3,0
"567678",212.83456679,-0.49744635,212.83456679,-0.49744635,17.139,0.02517,0.02609,-18.16,2.69,0.5582,60.36,9.44,1.18,8,0
"574029",131.07729226,-0.0492133,131.07729226,-0.0492133,16.017,0.05144,0.05247,-20.85,2.8,0.2321,62.579987,10.04,0.64,8,0
"23519",181.78338383,1.07722864,181.78338383,1.07722864,18.754,0.02125,0.02284,-16.22,3.59,0.1557,49.73001,8.39,0.84,8,0
"238510",214.57243375,1.74281375,214.57243375,1.74281375,18.238,0.05536,0.05624,-18.77,1.39,0.3576,72.100006,9.5,1.02,3,0
"325376",140.12389715222224,1.84816377,140.12417493,1.84816377,17.082,0.01682,0.01775,-17.28,3.34,0.3143,21.939995,8.41,0.35,8,5
"536894",183.25257198,-0.93859346,183.25257198,-0.93859346,15.438,0.07517,0.07644,-22.43,5.66,0.0386,109.37,10.88,0.93,3,0
"186380",184.25793444,-1.47977084,184.25793444,-1.47977084,17.174,0.02042,0.02212,-17.73,2.36,0.3114,32.690002,8.93,0.77,8,0
"548837",129.38746974,-0.46439918,129.38746974,-0.46439918,16.997,0.08004,0.08107,-20.94,3.26,0.6786,69.56,10.43,1.15,3,0
"568353",214.81212544,-0.42599059,214.81212544,-0.42599059,17.751,0.05178,0.05266,-19.13,1.88,0.4037,32.690002,9.42,0.71,3,0
"611108",183.36454008,0.29194946,183.36454008,0.29194946,16.391,0.08238,0.08365,-21.59,3.99,0.0904,24.349998,10.42,0.78,3,0
"592542",213.37638152,-0.12570045,213.37638152,-0.12570045,18.354,0.02593,0.02682,-16.94,2.54,0.3966,177.06,8.31,0.41,8,0
"93829",222.54957976,0.54357653,222.54957976,0.54357653,15.369,0.03941,0.04014,-20.93,7.8,0.7198,42.73001,10.32,0.92,8,0
"375644",130.13434217,1.25515054,130.13434217,1.25515054,19.158,0.07707,0.0781,-19.7,3.18,0.3917,67.2,10.47,1.87,3,1
"537181",184.43007829,-0.86843032,184.43007829,-0.86843032,16.551,0.08394,0.08521,-21.42,4.36,0.2632,81.07001,10.32,0.74,3,0
"21958",175.12164961,1.12685871,175.12164961,1.12685871,18.883,0.04075,0.04201,-17.97,5.42,0.1938,133.39,8.87,0.59,3,1
"273341",183.15425594,1.33505305,183.15425594,1.33505305,17.083,0.04785,0.04908,-19.57,2.84,0.2055,23.51001,9.4,0.47,3,0
"69653",175.85484663,0.01404033,175.85484663,0.01404033,16.894,0.01843,0.02037,-17.8,6.61,0.3965,161.47,8.64,0.37,8,0
"319022",213.34585908,1.86098091,213.34585908,1.86098091,17.802,0.04826,0.04915,-18.91,2.36,0.6336,20.480011,9.6,1.06,3,0
"382370",136.39137729,2.06562097,136.39137729,2.06562097,17.868,0.05146,0.05255,-19.02,5.19,0.7531,53.45999,9.56,0.96,3,0
"238369",214.14246706,1.62815374,214.14246706,1.62815374,16.737,0.05593,0.05682,-20.37,4.48,0.7532,7.01001,10.18,1.05,8,0
"230714",180.9759373,1.89125907,180.9759373,1.89125907,14.866,0.02451,0.02582,-20.56,15.08,0.6699,133.74,10.18,0.91,8,0
"239720",218.71756945,1.60375027,218.71756945,1.60375027,16.801,0.05582,0.05663,-20.21,4.33,0.1953,47.300003,9.62,0.42,3,0
"107650",221.555625,0.86605794,221.555625,0.86605794,15.481,0.02889,0.02963,-20.14,5.56,0.028,142.79001,9.79,0.65,8,0
"54957",180.04176946,-0.41524584,180.04176946,-0.41524584,16.95,0.07568,0.07697,-20.96,2.93,0.5893,1.909996,10.6,1.36,3,0
"559477",177.1511507,-0.52142813,177.1511507,-0.52142813,17.828,0.02694,0.02819,-17.73,4.76,0.3007,104.990005,8.65,0.4,8,0
"460424",212.21231692,-1.60680387,212.21231692,-1.60680387,17.72,0.02533,0.02626,-17.66,3.17,0.6827,178.04999,8.87,0.73,8,0
"543752",212.6363903,-0.84186283,212.6363903,-0.84186283,17.096,0.02533,0.02625,-18.3,9.1,0.4731,133.82,8.92,0.46,8,0
"210105",136.67752225,0.15078487,136.67752225,0.15078487,18.335,0.07745,0.07857,-23.37,4.67,0.3492,97.21,12.02,1.84,8,1
"138065",180.71239054,-1.785948,180.71239054,-1.785948,16.472,0.02054,0.02223,-18.72,5.77,0.63,160.12,9.49,0.98,8,0
"535323",177.35065724,-0.87112422,177.35065724,-0.87112422,17.402,0.08352,0.08483,-20.65,3.92,0.754,7.1799927,10.54,1.44,3,0
"371037",129.86251028,0.80888329,129.86251028,0.80888329,16.68,0.00661,0.00716,-15.78,4.33,0.2936,154.70001,8.14,0.73,8,0
"47939",215.17681902,-0.75270356,215.17681902,-0.75270356,16.713,0.02975,0.03061,-18.83,7.87,0.3674,103.05,9.17,0.52,8,1
"216514",138.55705147,0.42757075,138.55705147,0.42757075,17.721,0.05306,0.05418,-19.21,1.68,0.2123,34.23999,9.66,1.0,3,0
"721024",136.05332228,1.81676781,136.05332228,1.81676781,18.852,0.10113,0.10227,-21.55,0.76,0.7074,128.05,11.01,1.6,4,1
"215166",132.97351056,0.58860398,132.97351056,0.58860398,17.747,0.05122,0.05227,-19.13,5.05,0.861,42.23001,9.55,0.88,3,0
"396607",174.34762034,1.56164626,174.34762034,1.56164626,15.759,0.04606,0.04732,-20.88,4.72,0.6255,93.090004,10.41,1.08,8,0
"623414",138.84569185,0.68156925,138.84569185,0.68156925,18.074,0.05292,0.05404,-18.87,1.01,0.4579,152.55,9.58,1.06,3,0
"15160",214.31495853,0.76415605,214.31495853,0.76415605,16.425,0.07771,0.07862,-21.39,3.83,0.6009,30.479996,10.62,1.15,3,0
"550431",135.55254773,-0.4320722,135.55254773,-0.4320722,18.884,0.02433,0.02525,-16.34,1.41,0.4501,178.98999,8.24,0.6,8,0
"23746",182.8381624,1.06581736,182.8381624,1.06581736,18.05,0.04687,0.0481,-20.17,2.68,0.3918,153.9,9.61,0.42,3,3
"93750",222.22682256,0.46286372,222.22682256,0.46286372,16.191,0.03443,0.03517,-19.8,4.4,0.5113,133.04001,9.82,0.86,8,0
"16515",219.19697996,0.71758472,219.19697996,0.71758472,18.127,0.05761,0.05842,-19.0,0.44,0.2757,162.98,9.75,1.23,3,0
"372571",136.46368594,1.13359113,136.46368594,1.13359113,18.091,0.05434,0.05543,-19.61,3.97,0.0468,124.41,9.66,0.78,3,0
"585755",184.18922747,-0.10349214,184.18922747,-0.10349214,16.634,0.04027,0.04149,-19.7,5.09,0.6259,93.75,9.7,0.77,8,0
"574310",135.12567884,-0.07070201,135.12567884,-0.07070201,18.128,0.04187,0.04294,-18.32,3.95,0.7736,144.38,9.0,0.59,3,0
"204832",139.65673704,-0.31597758,139.65673704,-0.31597758,16.981,0.05523,0.05637,-20.05,2.75,0.0222,54.070007,10.07,1.11,8,0
"99393",182.64714536,1.02874993,182.64714536,1.02874993,15.665,0.02012,0.02185,-19.19,4.94,0.3745,79.26001,9.64,0.92,8,0
"22345",177.22050661,1.05664576,177.22050661,1.05664576,15.042,0.04742,0.04868,-21.81,6.98,0.105,85.17999,10.39,0.58,8,0
"205158",140.67336202,-0.41677844,140.67336202,-0.41677844,18.591,0.05866,0.05981,-18.6,0.85,0.0892,103.07,9.47,1.08,3,0
"365324",139.2696193,2.61000371,139.2696193,2.61000371,17.744,0.09096,0.09212,-20.46,5.54,0.865,11.720001,10.33,1.25,3,0
"210781",139.64823938,0.05988045,139.64823938,0.05988045,16.379,0.05542,0.05655,-20.69,4.34,0.2407,92.03,10.22,0.95,8,0
"376404",133.22363634,1.42424835,133.22363634,1.42424835,17.841,0.0507,0.05175,-18.98,2.77,0.7889,10.059998,9.45,0.84,3,0
"49204",220.02169794,-0.7225744,220.02169794,-0.7225744,16.925,0.00626,0.00745,-15.65,5.92,0.6912,97.65,7.79,0.38,8,0
"289217",181.36635036,1.86136617,181.36635036,1.86136617,17.426,0.01637,0.0185,-17.04,6.73,0.7687,178.64,8.57,0.67,8,0
"569709",220.09704284,-0.56233855,220.09704284,-0.56233855,17.46,0.00499,0.00601,-14.71,3.36,0.2242,175.59,7.72,0.73,8,0
"30784",176.72699023,-1.17039248,176.72699023,-1.17039248,19.496,0.02727,0.02852,-16.34,3.22,0.1835,66.78,8.36,0.74,8,0
"106065",214.51342483,0.97595195,214.51342483,0.97595195,18.244,0.02545,0.02632,-17.1,3.91,0.7071,132.09,8.34,0.36,8,0
"567573",212.18304999,-0.573903,212.18304999,-0.573903,17.682,0.0542,0.05512,-19.28,3.58,0.8136,152.23001,9.4,0.63,3,0
"600562",136.37738211,0.41429739,136.37738211,0.41429739,17.741,0.09916,0.1003,-22.36,2.25,0.577,10.119995,11.41,1.39,4,1
"65406",223.04597024,-0.25610106,223.04597024,-0.25610106,14.281,0.04325,0.04398,-22.22,8.16,0.1509,82.89,11.0,1.16,8,0
"220066",180.40039726,1.56862905,180.40039726,1.56862905,17.686,0.09092,0.09222,-20.59,0.95,0.6733,141.45999,10.4,1.32,3,1
"518782",138.01527721,2.8758561,138.01527721,2.8758561,14.783,0.0256,0.02658,-20.58,12.29,0.5145,83.95999,10.2,0.93,8,0
"145267",183.70060654,-1.34593655,183.70060654,-1.34593655,18.035,0.03172,0.03294,-17.97,1.96,0.4732,44.26999,9.12,0.89,8,0
"219963",179.78288781,1.64353087,179.78288781,1.64353087,16.823,0.07892,0.0802,-21.08,5.53,0.7295,135.67001,10.59,1.28,3,0
"272967",181.57641865,1.39011905,181.57641865,1.39011905,17.184,0.0778,0.07908,-20.69,1.35,0.1551,65.89,10.38,1.22,3,0
"346894",135.44724416,2.04232907,135.44724416,2.04232907,16.569,0.05732,0.0584,-20.63,1.33,0.6093,122.77,10.47,1.31,8,0
"70903",182.09798461,0.11026998,182.09798461,0.11026998,14.773,0.04082,0.04205,-21.54,4.25,0.0835,138.96,10.61,0.98,8,0
"209807",135.02105889,0.07966572,135.02105889,0.07966572,15.148,0.05386,0.05494,-21.92,3.48,0.2513,5.970001,10.81,1.07,8,0
"54381",177.8699237,-0.21449903,177.8699237,-0.21449903,16.335,0.05964,0.06092,-20.93,3.58,0.3497,95.14,10.52,1.23,3,0
"64804",220.23483992,-0.31821408,220.23483992,-0.31821408,11.707,0.00575,0.00689,-20.81,30.6,0.6728,97.770004,10.71,1.39,8,4
"618993",217.69176084,0.24767839,217.69176084,0.24767839,15.065,0.05442,0.05525,-22.2,8.8,0.5728,5.580002,10.91,1.05,8,0
"228615",217.97848818,1.21662977,217.97848818,1.21662977,16.218,0.10885,0.10972,-22.39,4.8,0.242,137.34,10.95,1.12,4,0
"622434",133.41364991,0.75817393,133.41364991,0.75817393,14.934,0.04116,0.0422,-21.46,6.83,0.3761,16.36,10.66,1.11,8,0
"144363",179.799835,-1.30090413,179.799835,-1.30090413,15.957,0.08138,0.08268,-22.04,4.13,0.147,20.190002,10.81,1.08,3,0
"486203",218.87586715,-1.75346614,218.87586715,-1.75346614,16.546,0.08871,0.08955,-21.6,0.85,0.2249,85.56,10.63,1.09,3,0
"320339",218.00163248,1.72224417,218.00163248,1.72224417,16.55,0.10937,0.11024,-22.21,2.66,0.5587,143.21,11.07,1.4,4,0
"138910",184.77429867,-1.67640114,184.77429867,-1.67640114,17.016,0.10337,0.10466,-21.86,2.06,0.0748,116.909996,11.14,1.74,4,1
"372137",134.50308928,1.14239851,134.50308928,1.14239851,17.14,0.09315,0.09426,-21.21,1.36,0.1647,8.82,10.63,1.31,3,0
"298484",220.10938999,1.25839888,220.10938999,1.25839888,15.559,0.07768,0.07848,-22.26,1.85,0.0982,53.14,10.86,1.03,3,0
"99428",182.76693192,0.97233591,182.76693192,0.97233591,13.429,0.02042,0.02211,-21.64,16.96,0.069,94.74,10.84,1.19,8,0
"610162",179.02841749,0.40391069,179.02841749,0.40391069,17.08,0.07833,0.07962,-20.78,4.4,0.75,106.6,10.36,1.13,3,0
"600929",138.06173143,0.31179163,138.06173143,0.31179163,15.679,0.05349,0.0546,-21.37,4.89,0.219,28.990005,10.64,1.15,8,0
"376841",135.42016936,1.43529789,135.42016936,1.43529789,18.046,0.05229,0.05337,-18.9,0.81,0.1198,83.04999,9.45,0.87,3,0
"536237",181.22035181,-0.94555189,181.22035181,-0.94555189,17.459,0.08258,0.08387,-20.53,0.75,0.1076,107.340004,10.33,1.25,3,0
"486873",221.90529318,-1.76513713,221.90529318,-1.76513713,15.918,0.08332,0.0841,-22.08,4.36,0.2284,64.61,10.89,1.16,3,0
"508225",216.32141729,-1.52681015,216.32141729,-1.52681015,17.241,0.07379,0.07467,-20.5,1.36,0.557,4.380005,10.3,1.21,3,0
"618938",217.43825051,0.25304866,217.43825051,0.25304866,16.125,0.05636,0.0572,-21.11,2.48,0.4876,69.490005,10.64,1.28,8,0
"508568",217.44603062,-1.57580049,217.44603062,-1.57580049,16.874,0.05689,0.05773,-20.27,2.77,0.7311,123.41,10.3,1.29,8,0
"136875",176.31965167,-1.73263542,176.31965167,-1.73263542,16.753,0.10646,0.1078,-21.84,2.97,0.2259,43.03,10.91,1.37,4,0
"543746",212.64100754,-0.98835255,212.64100754,-0.98835255,15.243,0.05407,0.05499,-21.81,5.55,0.4088,86.240005,10.75,1.06,8,0
"92592",216.9740069,0.56960364,216.9740069,0.56960364,15.822,0.08531,0.08618,-22.33,3.45,0.3618,80.08002,11.06,1.25,8,0
"347432",137.71158282,2.30149001,137.71158282,2.30149001,14.842,0.0548,0.0559,-22.33,5.45,0.5464,145.6,11.12,1.26,8,0
"508523",217.21649856,-1.54393832,217.21649856,-1.54393832,17.359,0.08985,0.09072,-20.8,2.39,0.4249,90.54,10.38,1.16,3,0
"569165",217.92168649,-0.48512971,217.92168649,-0.48512971,17.011,0.09283,0.09369,-21.23,2.41,0.3893,131.0,10.55,1.18,3,0
"492690",217.91036121,-1.35134352,217.91036121,-1.35134352,15.326,0.03022,0.03103,-20.44,2.02,0.2411,35.42,10.23,1.05,8,0
"491996",214.21304171,-1.3833675,214.21304171,-1.3833675,16.433,0.07739,0.0783,-21.32,3.72,0.5294,14.599998,10.54,1.09,3,0
"31525",180.04340865,-1.1016927,180.04340865,-1.1016927,16.873,0.04705,0.0483,-19.72,4.52,0.1398,105.26,9.98,1.12,3,0
"7203",176.12184008,0.76703506,176.12184008,0.76703506,17.664,0.09317,0.09449,-20.59,3.34,0.4449,123.15,10.37,1.27,3,0
"561020",182.57448698,-0.51789345,182.57448698,-0.51789345,14.487,0.0349,0.03612,-21.84,13.37,0.5975,170.03,10.88,1.17,8,0
"273843",185.46221395,1.35151789,185.46221395,1.35151789,16.323,0.07928,0.08053,-21.59,3.02,0.4376,122.759995,10.83,1.33,3,0
"229002",219.69284757,1.11603413,219.69284757,1.11603413,15.002,0.08266,0.08348,-23.09,8.9,0.202,38.630005,11.32,1.19,8,0
"535764",179.27645392,-0.97719608,179.27645392,-0.97719608,15.263,0.07703,0.07832,-22.61,4.36,0.0627,81.64001,11.18,1.25,8,0
"210611",138.9173284,0.18556544,138.9173284,0.18556544,16.505,0.07037,0.07151,-21.1,2.86,0.3365,69.66,10.51,1.14,3,0
"544418",215.57371657,-0.91518697,215.57371657,-0.91518697,18.83,0.03189,0.03274,-17.58,1.58,0.01,129.23999,9.22,1.13,8,0
"485926",217.81284275,-1.78405522,217.81284275,-1.78405522,17.062,0.05281,0.05364,-19.89,2.71,0.4305,31.180008,10.0,1.08,3,0
"136841",176.27655546,-1.6691871,176.27655546,-1.6691871,14.645,0.02761,0.02886,-20.96,6.05,0.4481,104.44,10.48,1.1,8,0
"298483",220.0387847,1.33957333,220.0387847,1.33957333,16.223,0.08474,0.08555,-21.77,6.41,0.4422,117.490005,10.71,1.07,3,0
"345852",131.3270684,2.08383984,131.3270684,2.08383984,16.748,0.07858,0.07963,-21.21,1.67,0.0159,24.279999,10.65,1.3,3,0
"296795",213.40881465,1.44630257,213.40881465,1.44630257,16.257,0.0804,0.08132,-21.8,3.89,0.0838,100.95999,10.91,1.31,8,0
"99206",181.71866958,0.97300531,181.71866958,0.97300531,16.595,0.11204,0.11336,-22.06,2.96,0.2175,97.729996,10.96,1.35,4,0
"544614",216.28089882,-1.04698479,216.28089882,-1.04698479,16.075,0.1038,0.1047,-22.66,3.92,0.0832,57.729996,11.22,1.32,4,0
"569300",218.69911683,-0.62842764,218.69911683,-0.62842764,16.188,0.10678,0.10764,-22.49,3.51,0.1037,5.5599976,11.17,1.38,4,0
"508142",216.12253789,-1.55823425,216.12253789,-1.55823425,16.727,0.09115,0.09204,-21.54,3.36,0.4566,23.89,10.67,1.18,3,0
"569208",218.30016191,-0.44717503,218.30016191,-0.44717503,16.677,0.10612,0.10698,-21.93,2.56,0.7604,135.66,10.93,1.35,4,0
"377666",138.490011,1.66014216,138.490011,1.66014216,15.275,0.05548,0.0566,-21.9,4.3,0.5604,168.26,10.98,1.31,8,0
"595060",223.37383729,-0.2084369,223.37383729,-0.2084369,15.58,0.04442,0.04515,-20.99,4.23,0.0821,80.95999,10.29,0.87,8,0
"492987",219.07125245,-1.26014967,219.07125245,-1.26014967,17.37,0.08513,0.08597,-20.67,1.49,0.2037,51.440002,10.33,1.16,3,0
"203114",132.63598101,-0.25281896,132.63598101,-0.25281896,15.662,0.06977,0.07084,-21.9,3.9,0.3024,118.95,10.91,1.25,8,0
"521794",131.21183174,2.8308294,131.21183174,2.8308294,17.173,0.07664,0.07768,-20.67,1.91,0.621,52.89,10.4,1.24,3,0
"518755",137.90994934,2.91661663,137.90994934,2.91661663,15.54,0.05089,0.05199,-21.36,8.12,0.2564,57.580017,10.67,1.19,8,0
"513036",221.38405128,-1.15580455,221.38405128,-1.15580455,16.161,0.04142,0.04218,-20.26,4.93,0.7959,123.979996,10.27,1.22,8,0
"388552",140.50356631,2.58787147,140.50356631,2.58787147,16.157,0.08582,0.08699,-21.97,3.85,0.5676,0.8899994,11.01,1.39,8,0
"79835",223.39609975,0.01039714,223.39609975,0.01039714,14.243,0.04224,0.04296,-22.32,18.1,0.4933,79.34,11.04,1.14,8,0
