CUBEIDPUB,CUBEID,CATID,PA_STELKIN,PA_STELKIN_ERR,SIGMA_RE,SIGMA_RE_ERR,LAMBDAR_RE,LAMBDAR_RE_ERR,VSIGMA_RE,VSIGMA_RE_ERR,MEAN_K51_RE,APER_CORR_FLAG
"31620_C","31620_blue_red_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","31620",,,,,,,,,,
"31620_B","31620_blue_red_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","31620",,,,,,,,,,
"31620_D","31620_blue_red_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","31620",,,,,,,,,,
"31623_A","31623_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12","31623",357.0,4.166665,268.38837,2.030891,0.11550045,0.005320895,0.1174712,0.004855469,0.070797086,0.0
"31725_A","31725_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16","31725",,,,,,,,,,
"31740_A","31740_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16","31740",213.5,6.5,,,,,,,,
"31912_A","31912_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","31912",226.5,1.5,220.18906,2.2411492,0.37504283,0.009395451,0.41211113,0.011068884,0.019509202,0.0
"31939_A","31939_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","31939",41.0,1.4166666,138.58727,2.2865992,0.64288735,0.0111614335,0.9756378,0.025795637,0.030069841,0.0
"32136_A","32136_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","32136",,,,,,,,,,
"32196_A","32196_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","32196",19.0,6.5833335,172.56548,1.565298,0.10272051,0.006966994,0.10938448,0.0065308334,0.20137864,0.0
"32249_A","32249_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","32249",227.5,29.916666,,,,,,,,
"32274_A","32274_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","32274",69.0,29.916666,,,,,,,,
"32295_A","32295_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","32295",66.0,29.83333,57.792828,5.867549,,,,,,
"32322_A","32322_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16","32322",83.5,29.916666,,,,,,,,
"32362_C","32362_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","32362",,,,,,,,,,
"32362_D","32362_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","32362",,,,,,,,,,
"32362_B","32362_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","32362",,,,,,,,,,
"32362_A","32362_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","32362",139.0,0.5,,,0.62550634,0.003044793,0.8091062,0.004204129,,1.0
"36880_A","36880_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02","36880",158.5,0.8333333,163.90932,1.8542334,0.55299884,0.007357931,0.69141084,0.011453847,0.029613946,0.0
"36894_A","36894_blue_red_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","36894",352.5,29.83333,64.3864,7.198516,,,,,,
"36923_B","36923_blue_red_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10","36923",,,,,,,,,,
"36923_A","36923_blue_red_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10","36923",20.0,29.916666,,,,,,,,
"36923_C","36923_blue_red_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01","36923",,,,,,,,,,
"37050_A","37050_blue_red_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17","37050",119.0,13.166667,67.01784,5.139941,,,,,,
"37064_A","37064_blue_red_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01","37064",305.5,0.9166667,139.84636,1.6299896,0.51894873,0.0071288547,0.6128445,0.010349947,0.026071467,0.0
"39057_C","39057_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","39057",283.5,0.8333333,129.30246,0.77656317,0.25404578,0.003050248,0.24755143,0.0027360015,0.031555634,0.0
"39057_A","39057_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","39057",,,,,,,,,,
"39057_B","39057_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","39057",,,,,,,,,,
"39108_A","39108_blue_red_8_Y13SAR1_P015_12T014_2013_04_12-2013_04_16","39108",,,,,,,,,,
"39131_B","39131_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","39131",,,,,,,,,,
"39131_C","39131_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","39131",,,,,,,,,,
"6821_A","6821_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16","6821",,,,,,,,,,
"6837_A","6837_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16","6837",,,,,,,,,,
"7139_A","7139_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16","7139",267.5,1.5,235.61281,3.0147629,,,,,,0.0
"7206_A","7206_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16","7206",277.0,1.4166666,106.10177,2.0713446,0.54937583,0.014705206,0.69269425,0.022780344,0.034964137,0.0
"7289_A","7289_blue_red_7_Y18SAR3_P002_12T122_2018_05_07-2018_05_16","7289",84.5,12.75,205.14528,1.8772924,0.07193211,0.0075797155,0.0797666,0.0072175167,0.23975329,0.0
"7715_A","7715_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01","7715",,,,,,,,,,
"7839_A","7839_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01","7839",49.5,1.25,195.76112,1.6140423,0.32422054,0.004915802,0.32087862,0.0043023285,0.021447787,0.0
"7841_A","7841_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01","7841",152.0,0.5,178.64688,1.3856909,0.5276075,0.005763804,0.6677948,0.008809911,0.018353065,0.0
"7946_A","7946_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01","7946",240.0,0.8333333,177.09967,1.905963,0.4208697,0.0085366815,0.47177184,0.010355506,0.027623381,0.0
"7969_A","7969_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01","7969",117.5,11.166667,249.79765,2.4518452,0.07408679,0.007457648,0.08016793,0.0068837274,0.58738834,1.0
"7992_A","7992_blue_red_7_Y16SAR4_P002_12T101_2017_04_19-2017_05_01","7992",24.5,4.1666665,230.09796,1.9353241,0.12314851,0.0069863037,0.13203153,0.00648072,0.05896837,0.0
"8319_A","8319_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","8319",,,,,,,,,,
"8353_A","8353_blue_red_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25","8353",327.5,6.3333335,71.54206,2.9498384,0.2629751,0.02172825,0.30679783,0.024843074,0.1519749,0.0
"8391_A","8391_blue_red_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01","8391",88.0,29.916666,45.803898,2.786231,,,,,,
"8404_A","8404_blue_red_7_Y14SAR4_P001_12T063_2014_05_23-2014_06_01","8404",138.5,29.916666,,,,,,,,
"8485_A","8485_blue_red_7_Y15SAR3_P001_12T084_2015_04_14-2015_04_22","8485",28.0,7.916664,57.250496,3.1702218,,,,,,
"8487_A","8487_blue_red_7_Y15SAR3_P001_12T084_2015_04_14-2015_04_22","8487",91.0,1.75,,,0.14430901,0.0047166394,0.16706993,0.0034988455,,1.0
"8488_A","8488_blue_red_7_Y15SAR3_P006_12T097_2017_04_19-2017_05_01","8488",76.5,29.83333,74.450806,1.0931453,,,,,,0.0
"8490_A","8490_blue_red_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25","8490",262.5,29.916666,37.460342,8.280126,,,,,,
"8562_A","8562_blue_red_7_Y14SAR1_P005_12T045_2015_02_16-2015_02_25","8562",,,,,,,,,,
"8570_A","8570_blue_red_7_Y15SAR3_P001_12T084_2015_04_14-2015_04_22","8570",30.5,29.33333,61.472374,6.88494,,,,,,
"8703_A","8703_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01","8703",314.0,0.5,,,0.62371546,0.0033705602,0.84858465,0.006028725,0.014560672,1.0
"8706_A","8706_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01","8706",252.0,1.9166666,,,0.73728627,0.009449487,1.0011752,0.009723431,,1.0
"8865_A","8865_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01","8865",27.5,29.75,214.67976,2.8171825,0.03996329,0.009923504,0.044664282,0.00909983,0.93219995,0.0
"8913_A","8913_blue_red_6_Y16SAR4_P002_12T100_2017_04_19-2017_05_01","8913",266.0,29.916666,40.725315,6.3395805,,,,,,
"9032_A","9032_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22","9032",,,,,,,,,,
"9062_A","9062_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22","9062",345.5,1.1666666,134.576,1.008032,0.18260397,0.006073213,0.21377836,0.005911522,0.030021513,0.0
"9067_A","9067_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22","9067",163.0,14.999999,85.01414,7.160212,,,,,,
"9112_A","9112_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22","9112",,,,,,,,,,
"9115_A","9115_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22","9115",252.5,29.916666,56.7912,6.298083,,,,,,
"9163_A","9163_blue_red_6_Y15SAR3_P005_12T092_2015_04_14-2015_04_22","9163",263.0,5.5,,,,,,,,
"9352_A","9352_blue_red_8_Y14SAR3_P005_12T056_2015_01_19-2015_01_26","9352",258.5,29.916666,61.734783,3.2944233,0.13991036,0.038267203,0.1629671,0.034487132,0.8165605,0.0
"39131_A","39131_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","39131",52.5,29.916666,,,,,,,,
"39145_C","39145_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","39145",189.5,1.1666666,94.020386,1.6227483,0.32445538,0.012787866,0.4098539,0.015675668,0.04452175,0.0
"39145_B","39145_blue_red_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","39145",,,,,,,,,,
"39145_A","39145_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","39145",,,,,,,,,,
"39365_A","39365_blue_red_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13","39365",354.5,4.9166646,50.414303,2.8850732,,,,,0.10378216,
"39475_A","39475_blue_red_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13","39475",291.0,5.0833335,118.79556,3.0089686,0.430908,0.026125515,0.51206285,0.033469502,0.062804274,0.0
"39539_A","39539_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19","39539",45.5,1.0833334,129.9521,3.811469,0.7181154,0.014322204,1.2976092,0.046245135,0.06431525,0.0
"39594_A","39594_blue_red_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12","39594",300.5,9.333333,59.481777,4.2151423,,,,,,
"39671_A","39671_blue_red_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12","39671",247.0,29.916666,69.027885,3.6480365,,,,,,
"39709_A","39709_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19","39709",117.0,3.0,205.09692,3.326911,0.502631,0.015185185,0.6367155,0.022815984,0.03379436,0.0
"39742_A","39742_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19","39742",,,,,,,,,,
"40164_A","40164_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10","40164",295.0,0.75,152.70326,1.4206034,0.5336279,0.0057933102,0.68202674,0.008766204,0.043245066,0.0
"40197_A","40197_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10","40197",181.0,1.8333315,59.88432,1.20046,0.47677588,0.012865137,0.59186035,0.017727494,0.03398074,0.0
"40278_A","40278_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10","40278",36.0,0.5833333,,,0.75825477,0.006071063,1.0669556,0.008178084,0.03230834,1.0
"40283_A","40283_blue_red_8_Y14SAR3_P008_12T059_2016_05_02-2016_05_10","40283",307.0,29.916666,,,,,,,,
"40403_A","40403_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16","40403",109.5,3.5833333,,,,,,,,
"40419_A","40419_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16","40419",46.0,1.0,224.39648,1.7991942,0.5380373,0.0072607854,0.7008564,0.011208285,0.03285608,0.0
"40420_A","40420_blue_red_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10","40420",280.0,4.3333335,,,,,,,,
"40445_A","40445_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16","40445",331.5,29.666666,196.55258,2.3268952,0.09153424,0.0074047633,0.09969578,0.0070412,1.1493067,0.0
"40453_A","40453_blue_red_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10","40453",51.0,1.8333334,70.036064,1.6342381,0.5454543,0.016852539,0.71734196,0.029763475,0.037746172,0.0
"40482_B","40482_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16","40482",,,,,,,,,,
"40482_A","40482_blue_red_7_Y14SAR3_P010_12T061_2016_05_02-2016_05_10","40482",25.0,11.666664,,,,,,,,
"40491_A","40491_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16","40491",32.5,1.4166666,122.27869,1.8645976,0.3366472,0.012426208,0.3865714,0.013448914,0.07360438,0.0
"40765_A","40765_blue_red_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20","40765",234.0,29.916666,63.25655,4.7452,,,,,,
"40916_A","40916_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","40916",353.5,2.1666667,,,0.6415374,0.01214785,0.8970041,0.019656653,,1.0
"41059_A","41059_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","41059",58.0,1.5833334,262.36987,1.9752498,0.06115717,0.004755389,0.06746848,0.0043360577,0.5633596,0.0
"41075_A","41075_blue_red_7_Y14SAR4_P003_12T065_2014_05_23-2014_06_01","41075",304.5,29.83333,43.062576,9.009345,,,,,,
"41143_A","41143_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16","41143",,,,,,,,,,
"41144_A","41144_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","41144",328.0,0.75,108.96034,1.0545775,0.53454626,0.0034863597,0.6830876,0.0055532707,0.013088428,0.0
"41144_B","41144_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","41144",,,,,,,,,,
"41144_D","41144_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","41144",,,,,,,,,,
"41144_C","41144_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","41144",,,,,,,,,,
"41164_A","41164_blue_red_14_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","41164",334.5,29.83333,49.68237,10.582734,,,,,,
"41164_B","41164_blue_red_7_Y14SAR3_P004_12T055_2014_04_24-2014_05_04","41164",,,,,,,,,,
"41164_D","41164_blue_red_7_Y14SAR3_P004_12T055_2016_04_04-2016_04_12","41164",,,,,,,,,,
"41164_C","41164_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","41164",,,,,,,,,,
"41173_A","41173_blue_red_7_Y15SAR3_P002_12T085_2015_04_14-2015_04_22","41173",265.0,29.916666,,,,,,,,
"41180_A","41180_blue_red_11_Y18SAR3_P002_12T129_2018_05_07-2018_05_16","41180",173.0,29.83333,152.4699,2.6819348,,,,,,
"41274_A","41274_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","41274",307.5,2.0833333,118.192375,1.5283351,0.15713957,0.011188807,0.16691814,0.010474857,0.028886411,0.0
"41277_A","41277_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","41277",354.5,3.8333309,126.31584,4.811661,0.4165537,0.031163603,0.54116774,0.041008726,0.032235663,0.0
"41302_A","41302_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","41302",217.5,4.25,74.06064,3.318855,0.50997955,0.03414017,0.6502692,0.054714303,0.05918695,0.0
"41354_A","41354_blue_red_7_Y16SAR4_P001_12T093_2017_04_19-2017_05_01","41354",129.0,29.75,46.379593,3.669441,,,,,,
"227905_A","227905_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22","227905",256.0,1.0833334,183.49478,1.3418324,0.31262285,0.0067009414,0.37751734,0.0069245733,0.027716648,0.0
"227961_A","227961_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22","227961",59.5,4.6666665,120.68759,2.9501264,0.6473735,0.015969278,0.9810646,0.039698437,0.030742219,0.0
"227970_A","227970_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22","227970",21.5,1.9166666,105.77637,2.6298325,0.45539954,0.01291965,0.57160556,0.017224599,0.042995717,0.0
"228066_A","228066_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22","228066",265.0,1.75,143.36952,1.4105238,0.40295503,0.008405821,0.50627196,0.0117395595,0.022483945,0.0
"228086_A","228086_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22","228086",243.0,29.916666,49.476414,7.3326664,,,,,,
"228104_A","228104_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22","228104",6.5,29.916666,44.20305,7.0769935,,,,,,
"228105_A","228105_blue_red_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20","228105",27.0,3.5833333,,,0.19562829,0.00528794,0.17991376,0.005373682,,1.0
"228278_A","228278_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16","228278",180.5,29.916666,,,,,,,,
"228349_A","228349_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16","228349",120.0,3.0,58.359272,2.302447,0.39818522,0.021967374,0.46655205,0.023486394,0.08255281,1.0
"228428_A","228428_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","228428",56.5,3.0833333,59.062122,3.063406,0.41703916,0.032426976,0.51782733,0.037925288,0.08413608,1.0
"228428_B","228428_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","228428",,,,,,,,,,
"228432_A","228432_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","228432",191.5,8.583331,82.24461,3.7103684,0.241037,0.03429686,0.29158896,0.035952453,0.16575205,0.0
"228432_B","228432_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","228432",,,,,,,,,,
"228433_A","228433_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16","228433",116.5,7.0,69.28351,3.4016151,,,,,0.15259635,
"228564_A","228564_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12","228564",357.0,0.75,175.69629,0.91334224,0.17254035,0.0036423323,0.17424391,0.0033493808,0.021239236,0.0
"228570_A","228570_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12","228570",176.0,1.25,69.37035,1.2380979,0.42797208,0.009351224,0.49012592,0.010498695,0.049218908,1.0
"228575_A","228575_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16","228575",297.0,29.916666,61.452785,5.1069837,,,,,,
"228608_A","228608_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12","228608",254.0,4.0,84.883934,2.6065855,0.54732716,0.023904419,0.71769565,0.04287005,0.052876137,0.0
"228708_A","228708_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16","228708",123.5,6.3333335,154.78857,2.0774143,0.08768567,0.009478195,0.09406347,0.008408558,0.17547715,0.0
"228740_A","228740_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16","228740",264.0,1.0,184.8873,1.9982766,0.3930748,0.0074363523,0.45454127,0.009161288,0.04040301,0.0
"228767_A","228767_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02","228767",193.5,29.916666,58.56443,4.0283265,,,,,,
"229097_A","229097_blue_red_7_Y17SAR3_P002_15T125_2018_04_09-2018_04_19","229097",211.0,14.499999,60.66703,4.1863666,0.4949314,0.066605404,0.53146476,0.08844471,,1.0
"62718_B","62718_blue_red_7_Y17SAR2_P003_15T119_2018_03_12-2018_03_22","62718",,,,,,,,,,
"517244_A","517244_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05","517244",253.5,2.75,120.97889,3.670596,0.39675328,0.024167916,0.48367876,0.028405374,0.026387034,0.0
"517247_A","517247_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","517247",206.0,1.25,,,0.73299944,0.013074919,1.2292885,0.026909472,,1.0
"517249_A","517249_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","517249",131.5,7.8333335,58.39757,3.5762486,,,,,,
"517256_A","517256_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","517256",20.0,18.249998,63.780056,5.3539577,,,,,,
"517273_A","517273_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","517273",35.5,4.75,50.927586,1.5147976,0.2344121,0.0147058,0.27256846,0.015737398,0.10878101,0.0
"517278_A","517278_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05","517278",76.5,0.6666667,247.6589,1.1225458,0.3025617,0.0026608612,0.32566354,0.0025847263,0.029385256,0.0
"517279_A","517279_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","517279",,,,,,,,,,
"517295_A","517295_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25","517295",141.0,29.916666,,,,,,,,
"517302_A","517302_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","517302",303.5,1.4166666,87.45456,1.0296129,0.38333204,0.007158919,0.40872768,0.007857884,0.037078854,0.0
"517306_A","517306_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25","517306",79.5,4.25,46.425133,4.194636,,,,,,
"517307_A","517307_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","517307",73.5,29.83333,51.482204,9.859564,,,,,,
"517310_A","517310_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25","517310",109.5,29.916666,52.543995,5.8989434,,,,,,
"517334_A","517334_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","517334",,,,,,,,,,
"517465_A","517465_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06","517465",116.5,29.83333,89.74235,2.8653398,0.09214769,0.029208984,0.10896978,0.030516505,,0.0
"517594_A","517594_blue_red_6_Y14SAR2_P004_09T071_2014_04_02-2014_04_06","517594",243.5,13.916667,62.795303,5.5720043,,,,,,
"517802_A","517802_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","517802",248.5,29.83333,104.66919,7.5279155,,,,,,
"517868_A","517868_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","517868",214.5,29.83333,,,,,,,,
"517960_A","517960_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","517960",,,,,,,,,,
"518026_A","518026_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22","518026",,,,,,,,,,
"518041_A","518041_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22","518041",102.0,6.8333335,,,,,,,,
"518755_A","518755_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","518755",129.0,1.25,,,0.44835937,0.010610508,0.49091327,0.012048891,0.059055295,1.0
"518782_A","518782_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","518782",79.5,1.5833334,,,0.58137596,0.00693959,0.65545005,0.008140313,,1.0
"518829_A","518829_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","518829",142.0,1.5833334,99.41528,1.2936141,0.24083294,0.0129621895,0.27183795,0.014120704,0.0517806,0.0
"518870_A","518870_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","518870",246.5,29.83333,50.71066,4.1950436,,,,,,
"519089_A","519089_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","519089",45.5,2.0,,,,,,,0.04269123,
"519141_A","519141_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","519141",209.5,2.0833333,162.79456,1.3534559,0.19617528,0.0074619125,0.21482411,0.007289865,0.027810264,0.0
"521719_A","521719_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13","521719",281.0,29.916666,,,,,,,,
"521736_A","521736_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13","521736",185.0,2.9166641,54.17093,2.292502,0.13012034,0.026513174,0.13812059,0.023699973,,0.0
"521753_A","521753_blue_red_7_Y16SAR2_P002_09T117_2016_03_03-2016_03_13","521753",223.0,1.0833334,89.19772,1.6863257,0.6305969,0.009712087,0.9488744,0.022475114,0.026446274,0.0
"521768_A","521768_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05","521768",59.0,2.5833333,85.053474,2.3257282,0.50067276,0.018619534,0.6156876,0.025856942,0.06405394,0.0
"521794_A","521794_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05","521794",227.0,2.4166667,159.85861,3.5273266,0.34886014,0.023256343,0.40325078,0.028194962,,0.0
"521823_A","521823_blue_red_7_Y16SAR2_P003_09T121_2017_02_27-2017_03_05","521823",23.5,22.333334,163.53142,2.1315165,0.086664274,0.012031507,0.09386044,0.0115285255,0.21811968,0.0
"229163_A","229163_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","229163",178.5,0.58333236,149.8115,1.487657,0.6683576,0.0041503343,0.9523645,0.009429936,0.012425544,0.0
"229164_A","229164_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","229164",8.0,1.9166666,104.545166,0.9804572,0.2496271,0.006245419,0.24306282,0.0058372742,0.035858676,0.0
"229167_A","229167_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17","229167",16.0,0.8333333,113.556625,1.7609222,0.6663763,0.005404491,0.97457665,0.012514978,0.015286051,0.0
"229167_B","229167_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02","229167",,,,,,,,,,
"229220_A","229220_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","229220",209.0,18.416666,72.323204,2.7679825,,,,,,
"229263_A","229263_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17","229263",127.0,29.916666,58.08,7.8736205,,,,,,
"229263_B","229263_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02","229263",,,,,,,,,,
"229335_A","229335_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19","229335",29.0,29.666666,52.218903,2.1148448,,,,,,
"229369_A","229369_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19","229369",,,,,,,,,,
"229461_A","229461_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19","229461",,,,,,,,,,
