CUBEIDPUB,CUBEID,CATID,PA_GASKIN,PA_GASKIN_ERR
"272990_A","272990_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02","272990",4.5,0.16666667
"272995_A","272995_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20","272995",256.0,0.5
"272996_A","272996_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25","272996",127.5,0.25
"273092_A","273092_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20","273092",244.0,0.5833333
"273242_A","273242_blue_red_7_Y15SAR3_P006_12T097_2017_04_19-2017_05_01","273242",102.0,0.16666667
"273256_A","273256_blue_red_7_Y15SAR3_P006_12T097_2017_04_19-2017_05_01","273256",321.5,0.16666667
"273296_A","273296_blue_red_7_Y15SAR3_P001_12T084_2015_04_14-2015_04_22","273296",170.5,0.16666667
"273309_A","273309_blue_red_7_Y15SAR3_P006_12T097_2017_04_19-2017_05_01","273309",290.5,0.16666667
"273336_A","273336_blue_red_7_Y15SAR3_P006_12T097_2017_04_19-2017_05_01","273336",344.5,0.16666667
"273514_A","273514_blue_red_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19","273514",256.0,0.25
"273577_A","273577_blue_red_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19","273577",203.0,0.41666666
"273654_A","273654_blue_red_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19","273654",11.5,10.249999
"273750_A","273750_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","273750",205.0,0.16666667
"273845_A","273845_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","273845",44.0,0.16666667
"273850_A","273850_blue_red_8_Y14SAR3_P005_12T056_2015_01_19-2015_01_26","273850",228.0,0.16666667
"273889_A","273889_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","273889",278.5,0.16666667
"273925_A","273925_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","273925",338.0,0.16666667
"273951_A","273951_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","273951",94.5,0.41666666
"273952_A","273952_blue_red_8_Y14SAR3_P005_12T056_2015_01_19-2015_01_26","273952",162.5,0.16666667
"273966_A","273966_blue_red_8_Y14SAR3_P005_12T056_2015_01_19-2015_01_26","273966",294.0,0.33333334
"273976_A","273976_blue_red_8_Y14SAR3_P005_12T056_2015_01_19-2015_01_26","273976",355.5,0.16666667
"273986_A","273986_blue_red_8_Y14SAR3_P005_12T056_2015_01_19-2015_01_26","273986",252.5,0.16666667
"278074_A","278074_blue_red_7_Y14SAR4_P008_15T094_2016_04_04-2016_04_12","278074",247.5,0.9166667
"278109_A","278109_blue_red_7_Y17SAR3_P012_15T129_2018_05_07-2018_05_16","278109",350.0,13.416667
"278350_A","278350_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","278350",41.5,0.16666667
"278390_A","278390_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","278390",4.5,0.16666667
"278548_A","278548_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","278548",228.0,0.16666667
"278554_A","278554_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14","278554",153.5,0.16666667
"278643_A","278643_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17","278643",37.5,0.25
"278684_A","278684_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17","278684",80.5,0.41666666
"278702_A","278702_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17","278702",165.5,0.25
"278703_A","278703_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","278703",129.5,0.16666667
"278736_A","278736_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","278736",277.5,0.41666666
"278741_A","278741_blue_red_7_Y13SAR1_P007_09T007_2013_03_05-2013_03_17","278741",260.5,0.16666667
"278760_A","278760_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","278760",95.0,0.16666667
"278773_A","278773_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","278773",97.0,0.33333334
"278787_A","278787_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","278787",24.0,0.16666667
"278802_A","278802_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","278802",116.5,0.16666667
"278804_A","278804_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","278804",295.0,0.25
"278812_A","278812_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","278812",61.5,0.16666667
"278826_A","278826_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","278826",125.5,1.75
"278840_A","278840_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","278840",45.0,0.16666667
"278846_A","278846_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","278846",308.0,0.41666666
"278855_A","278855_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","278855",357.0,0.41666666
"278909_A","278909_blue_red_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17","278909",33.0,0.8333333
"278995_A","278995_blue_red_6_Y13SAR1_P011_09T017_2013_03_05-2013_03_17","278995",288.0,0.16666667
"279066_A","279066_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","279066",13.5,0.16666667
"279148_A","279148_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","279148",186.5,0.16666667
"279160_A","279160_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","279160",213.0,0.16666667
"279261_A","279261_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","279261",48.5,1.6666666
"279818_A","279818_blue_red_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","279818",19.5,0.16666667
"279840_A","279840_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","279840",236.0,0.25
"279878_A","279878_blue_red_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","279878",19.5,0.16666667
"279886_A","279886_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","279886",29.0,0.41666666
"279891_A","279891_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","279891",148.0,0.16666667
"279905_A","279905_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","279905",145.0,0.5
"279910_A","279910_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","279910",183.5,13.5
"279917_A","279917_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","279917",323.0,0.25
"279932_A","279932_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","279932",3.0,4.6666646
"279943_A","279943_blue_red_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","279943",254.0,0.16666667
"287692_A","287692_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01","287692",41.5,0.33333334
"287824_A","287824_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01","287824",25.0,0.16666667
"287827_A","287827_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01","287827",94.0,0.5
"288364_A","288364_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20","288364",118.5,0.16666667
"288424_A","288424_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20","288424",252.0,0.16666667
"288461_A","288461_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20","288461",40.0,0.16666667
"288679_A","288679_blue_red_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","288679",218.0,0.16666667
"288694_A","288694_blue_red_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","288694",202.0,0.25
"288756_A","288756_blue_red_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20","288756",320.0,0.16666667
"288777_A","288777_blue_red_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","288777",147.5,0.25
"288801_A","288801_blue_red_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","288801",221.5,2.8333333
"288803_A","288803_blue_red_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","288803",108.5,0.25
"288851_A","288851_blue_red_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20","288851",343.0,0.16666667
"288891_A","288891_blue_red_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20","288891",271.5,0.16666667
"288903_A","288903_blue_red_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","288903",181.0,2.0833306
"288904_A","288904_blue_red_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","288904",341.0,0.16666667
"288923_A","288923_blue_red_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25","288923",35.0,0.16666667
"288923_B","288923_blue_red_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","288923",122.0,0.16666667
"288982_A","288982_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16","288982",276.5,0.16666667
"288989_A","288989_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16","288989",327.5,4.5833335
"288992_A","288992_blue_red_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16","288992",132.0,0.5
"288999_A","288999_blue_red_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25","288999",161.0,0.5
"288999_B","288999_blue_red_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","288999",41.5,0.25
"289085_A","289085_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25","289085",163.5,0.16666667
"289089_A","289089_blue_red_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16","289089",9.0,0.16666667
"289095_A","289095_blue_red_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25","289095",165.0,0.16666667
"289096_A","289096_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25","289096",200.0,0.16666667
"289097_A","289097_blue_red_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25","289097",253.0,5.4166665
"289102_A","289102_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16","289102",172.0,0.16666667
"289107_A","289107_blue_red_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25","289107",42.5,0.16666667
"289109_A","289109_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25","289109",171.0,6.416664
"289112_A","289112_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25","289112",46.0,0.16666667
"289113_A","289113_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02","289113",323.5,1.5
"289116_A","289116_blue_red_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16","289116",155.5,0.16666667
"289118_A","289118_blue_red_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25","289118",331.0,13.833332
"289168_A","289168_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02","289168",319.0,9.833333
"289170_A","289170_blue_red_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25","289170",25.5,0.16666667
"289176_A","289176_blue_red_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25","289176",189.5,0.33333334
"289185_A","289185_blue_red_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16","289185",212.0,0.16666667
"289194_A","289194_blue_red_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","289194",119.0,0.25
"289197_A","289197_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16","289197",355.0,0.5
"289198_A","289198_blue_red_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","289198",335.0,0.41666666
"289200_A","289200_blue_red_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16","289200",307.5,0.16666667
"289217_A","289217_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25","289217",178.0,0.16666667
"289279_A","289279_blue_red_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25","289279",184.0,0.5833333
"289427_A","289427_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20","289427",222.0,1.9166666
"289429_A","289429_blue_red_7_Y15SAR4_P001_12T091_2015_05_14-2015_05_20","289429",11.5,0.16666667
"289957_A","289957_blue_red_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19","289957",348.5,0.16666667
"290052_A","290052_blue_red_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19","290052",27.5,0.16666667
"290071_A","290071_blue_red_7_Y18SAR3_P001_12T125_2018_04_09-2018_04_19","290071",155.0,0.5833333
"290323_A","290323_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","290323",186.0,13.583332
"290328_A","290328_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","290328",27.0,0.16666667
"290396_A","290396_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","290396",66.5,0.8333333
"290423_A","290423_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","290423",298.0,0.25
"296599_A","296599_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12","296599",74.0,0.5
"296638_A","296638_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12","296638",139.0,0.16666667
"296639_A","296639_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12","296639",235.5,0.16666667
"296677_A","296677_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12","296677",165.5,0.25
"296685_A","296685_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","296685",305.0,1.6666666
"296713_C","296713_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","296713",12.0,1.0833334
"296713_A","296713_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","296713",351.5,0.16666667
"296713_B","296713_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","296713",8.5,0.16666667
"296725_A","296725_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12","296725",57.0,0.41666666
"296742_A","296742_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12","296742",233.0,0.33333334
"296798_A","296798_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","296798",181.0,0.16666667
"296829_A","296829_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16","296829",315.5,0.16666667
"296847_C","296847_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","296847",283.0,0.16666667
"296847_A","296847_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","296847",283.5,0.33333334
"296847_B","296847_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","296847",285.5,0.33333334
"296848_A","296848_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","296848",353.0,0.25
"296927_A","296927_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","296927",18.0,2.25
"296934_A","296934_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16","296934",95.0,0.16666667
"297053_B","297053_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","297053",278.5,0.16666667
"297053_A","297053_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","297053",279.0,0.5
"297557_A","297557_blue_red_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20","297557",198.5,0.16666667
"297633_A","297633_blue_red_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20","297633",173.5,0.16666667
"297667_A","297667_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","297667",206.0,0.16666667
"297667_B","297667_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","297667",206.0,0.16666667
"297667_C","297667_blue_red_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20","297667",202.5,0.16666667
"297694_A","297694_blue_red_7_Y15SAR4_P002_15T111_2015_05_14-2015_05_20","297694",290.5,13.666664
"297705_B","297705_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","297705",253.0,0.5833333
"297705_A","297705_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","297705",250.5,0.9166667
"298042_A","298042_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12","298042",311.5,0.41666666
"298106_A","298106_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12","298106",24.0,0.41666666
"298114_A","298114_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12","298114",2.5,0.16666667
"298190_A","298190_blue_red_7_Y14SAR2_P006_15T066_2017_03_24-2017_04_02","298190",223.5,5.25
"298572_B","298572_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02","298572",15.0,0.16666667
"298572_A","298572_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17","298572",14.5,0.16666667
"298590_A","298590_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","298590",129.0,0.8333333
"298591_A","298591_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17","298591",128.5,0.5833333
"298591_B","298591_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02","298591",83.0,0.16666667
"298612_A","298612_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","298612",229.0,0.16666667
"298665_B","298665_blue_red_9_Y14SAR2_P009_15T069_2017_03_24-2017_04_02","298665",158.5,0.5833333
"298665_A","298665_blue_red_12_Y14SAR2_P009_15T069_2015_08_12-2015_08_17","298665",160.0,0.33333334
"298666_A","298666_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","298666",4.0,0.16666667
"298738_A","298738_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13","298738",192.0,0.16666667
"298862_A","298862_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13","298862",4.0,0.16666667
"298888_A","298888_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19","298888",21.0,0.16666667
"298980_A","298980_blue_red_7_Y17SAR3_P003_15T126_2018_04_09-2018_04_19","298980",331.0,0.16666667
"300350_A","300350_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","300350",187.5,0.16666667
"300372_A","300372_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","300372",266.0,2.0833333
"300406_A","300406_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","300406",248.0,0.5833333
"300411_A","300411_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","300411",42.5,0.25
"300477_A","300477_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","300477",117.0,0.16666667
"300613_A","300613_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","300613",232.5,0.25
"300659_A","300659_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","300659",30.0,0.16666667
"300691_A","300691_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","300691",262.5,0.16666667
"300787_A","300787_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","300787",307.5,0.16666667
"300821_A","300821_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","300821",297.5,0.16666667
"300887_A","300887_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","300887",333.5,0.16666667
"301098_A","301098_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","301098",177.0,0.5833333
"301191_A","301191_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","301191",67.0,0.41666666
"301199_A","301199_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","301199",295.5,0.16666667
"301201_A","301201_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","301201",145.0,0.5833333
"301346_A","301346_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","301346",252.0,0.16666667
"301381_A","301381_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","301381",210.0,0.16666667
"301382_A","301382_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","301382",128.5,0.25
"301519_A","301519_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","301519",8.5,0.25
"301799_A","301799_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","301799",136.5,0.16666667
"301885_A","301885_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","301885",340.5,0.16666667
"301893_A","301893_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","301893",333.0,0.16666667
"301937_A","301937_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","301937",154.0,0.16666667
"301994_A","301994_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","301994",287.5,0.16666667
"302006_A","302006_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","302006",264.5,0.16666667
"302657_A","302657_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","302657",297.5,0.16666667
"302684_A","302684_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","302684",15.5,0.25
"302810_A","302810_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","302810",255.5,0.16666667
"302846_A","302846_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","302846",7.5,0.16666667
"302973_A","302973_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","302973",109.5,0.16666667
"302994_A","302994_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","302994",226.5,0.6666667
"303099_A","303099_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","303099",274.5,0.16666667
"318936_A","318936_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","318936",27.5,0.16666667
"318936_B","318936_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","318936",27.0,0.16666667
"318936_C","318936_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","318936",26.0,0.16666667
"319018_A","319018_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","319018",307.0,0.16666667
"319020_A","319020_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12","319020",247.0,0.16666667
"319049_C","319049_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","319049",276.0,0.41666666
"319049_A","319049_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","319049",278.0,0.16666667
"319049_B","319049_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","319049",291.0,0.16666667
"319057_A","319057_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","319057",75.0,0.16666667
"319059_A","319059_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17","319059",273.0,0.16666667
"319060_A","319060_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","319060",112.5,0.33333334
"319060_B","319060_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","319060",127.5,0.5833333
"319060_C","319060_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","319060",192.5,0.16666667
"319064_A","319064_blue_red_7_Y14SAR3_P006_15T081_2016_04_04-2016_04_12","319064",196.0,0.16666667
"319067_A","319067_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17","319067",66.5,1.75
"319070_A","319070_blue_red_9_Y13SAR1_P001_15T001_2013_03_05-2013_03_17","319070",112.5,0.25
"319139_C","319139_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","319139",265.0,0.16666667
"319139_A","319139_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","319139",265.0,0.16666667
"319139_B","319139_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","319139",265.5,0.16666667
"319150_A","319150_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16","319150",291.5,0.6666667
"319157_A","319157_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16","319157",353.0,0.16666667
"319196_A","319196_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","319196",359.5,0.49999774
"319197_A","319197_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16","319197",246.0,0.33333334
"319231_A","319231_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","319231",201.0,2.0
"319231_B","319231_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","319231",210.5,1.25
"319243_A","319243_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","319243",343.5,0.25
"319272_A","319272_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17","319272",334.0,0.5
"319290_A","319290_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","319290",302.5,0.16666667
